created_at,pm2_5_ispu,pm10_ispu,co_ispu,no2_ispu,o3_ispu
2026-09-01T01:07:00+00:00,55.29,21.1,31.46,0.0,8.18
2026-09-01T01:08:00+00:00,60.26,25.25,32.34,0.0,8.79
2026-09-01T01:09:00+00:00,56.55,25.22,34.41,0.0,8.18
2026-09-01T01:10:00+00:00,45.77,10.49,33.83,0.0,8.7
2026-09-01T01:11:00+00:00,51.67,17.2,34.43,0.0,8.46
2026-09-01T01:12:00+00:00,50.95,12.96,33.65,0.0,8.33
2026-09-01T01:13:00+00:00,43.65,16.29,34.63,0.0,8.73
2026-09-01T01:14:00+00:00,36.03,14.23,30.87,0.0,8.43
2026-09-01T01:15:00+00:00,31.58,10.18,34.33,0.0,8.53
2026-09-01T01:16:00+00:00,48.77,13.15,32.79,0.0,8.18
2026-09-01T01:17:00+00:00,48.52,9.81,35.03,0.71,8.74
2026-09-01T01:18:00+00:00,56.08,23.44,36.33,0.0,8.52
2026-09-01T01:19:00+00:00,29.68,13.09,32.51,0.0,8.25
2026-09-01T01:20:00+00:00,48.42,20.71,32.44,0.53,8.18
2026-09-01T01:21:00+00:00,25.81,8.65,34.46,0.0,8.7
2026-09-01T01:22:00+00:00,25.81,9.97,32.92,0.0,8.18
2026-09-01T01:23:00+00:00,43.52,17.84,37.69,0.0,8.48
2026-09-01T01:24:00+00:00,34.77,12.96,33.32,0.0,8.35
2026-09-01T01:25:00+00:00,59.42,27.92,32.52,0.0,8.65
2026-09-01T01:26:00+00:00,37.13,12.78,31.25,0.57,8.18
2026-09-01T01:27:00+00:00,58.76,28.34,33.66,0.36,8.32
2026-09-01T01:28:00+00:00,57.17,25.41,33.15,0.0,8.18
2026-09-01T01:29:00+00:00,47.97,15.27,33.3,0.0,8.18
2026-09-01T01:30:00+00:00,57.43,24.81,32.58,0.0,8.19
2026-09-01T01:31:00+00:00,46.32,14.21,33.73,0.0,8.18
2026-09-01T01:32:00+00:00,25.81,17.26,34.57,0.0,8.72
2026-09-01T01:33:00+00:00,30.35,8.57,29.96,0.0,8.18
2026-09-01T01:34:00+00:00,50.19,19.7,30.68,0.0,8.18
2026-09-01T01:35:00+00:00,61.14,26.76,32.24,0.0,8.42
2026-09-01T01:36:00+00:00,44.81,16.5,32.18,0.0,8.3
2026-09-01T01:37:00+00:00,54.0,19.65,33.36,0.0,8.18
2026-09-01T01:38:00+00:00,25.81,7.5,32.99,0.0,8.39
2026-09-01T01:39:00+00:00,27.45,7.5,32.67,0.0,8.18
2026-09-01T01:40:00+00:00,53.37,21.82,28.61,0.0,8.18
2026-09-01T01:41:00+00:00,52.27,17.75,33.94,0.0,8.31
2026-09-01T01:42:00+00:00,46.74,17.03,32.39,0.31,8.72
2026-09-01T01:43:00+00:00,53.33,17.82,34.65,0.44,8.3
2026-09-01T01:44:00+00:00,52.28,21.95,32.86,0.03,8.27
2026-09-01T01:45:00+00:00,54.77,17.88,33.15,0.0,8.38
2026-09-01T01:46:00+00:00,46.81,12.4,33.75,0.0,8.18
2026-09-01T01:47:00+00:00,34.19,15.7,31.79,0.36,8.18
2026-09-01T01:48:00+00:00,56.52,21.02,32.6,0.0,8.25
2026-09-01T01:49:00+00:00,25.81,10.01,31.87,0.31,8.18
2026-09-01T01:50:00+00:00,51.57,17.86,33.95,0.47,8.18
2026-09-01T01:51:00+00:00,25.81,9.07,31.36,0.0,8.73
2026-09-01T01:52:00+00:00,26.84,8.75,35.65,0.0,8.36
2026-09-01T01:53:00+00:00,63.85,32.97,30.43,0.0,8.18
2026-09-01T01:54:00+00:00,52.58,15.63,36.1,0.09,8.18
2026-09-01T01:55:00+00:00,38.19,14.75,33.48,0.62,8.3
2026-09-01T01:56:00+00:00,45.52,12.38,35.52,0.0,8.18
2026-09-01T01:57:00+00:00,51.0,24.91,32.36,0.13,8.34
2026-09-01T01:58:00+00:00,66.59,36.53,32.57,0.0,8.19
2026-09-01T01:59:00+00:00,50.4,18.72,31.37,0.03,8.18
2026-09-01T02:00:00+00:00,56.69,21.42,31.87,0.32,8.74
2026-09-01T02:01:00+00:00,40.84,18.79,30.95,0.44,8.49
2026-09-01T02:02:00+00:00,28.84,12.09,38.41,0.0,8.18
2026-09-01T02:03:00+00:00,57.63,23.02,31.08,0.0,8.21
2026-09-01T02:04:00+00:00,46.52,21.18,33.71,0.0,8.78
2026-09-01T02:05:00+00:00,50.11,20.11,35.77,0.0,8.34
2026-09-01T02:06:00+00:00,25.81,8.6,34.11,0.0,8.18
2026-09-01T02:07:00+00:00,35.81,15.14,35.95,0.0,8.43
2026-09-01T02:08:00+00:00,41.29,16.42,32.14,0.0,8.18
2026-09-01T02:09:00+00:00,44.52,17.29,32.93,0.0,8.18
2026-09-01T02:10:00+00:00,51.49,17.75,32.05,0.03,8.18
2026-09-01T02:11:00+00:00,25.81,8.27,32.4,0.2,8.18
2026-09-01T02:12:00+00:00,40.94,12.58,33.28,0.0,8.34
2026-09-01T02:13:00+00:00,51.0,20.28,31.03,0.0,8.75
2026-09-01T02:14:00+00:00,48.16,19.79,31.82,0.04,8.53
2026-09-01T02:15:00+00:00,50.99,14.47,36.8,1.0,8.18
2026-09-01T02:16:00+00:00,53.15,18.98,35.23,0.0,8.73
2026-09-01T02:17:00+00:00,53.45,16.18,32.59,0.0,8.18
2026-09-01T02:18:00+00:00,27.94,7.5,31.39,0.0,8.62
2026-09-01T02:19:00+00:00,56.5,24.23,36.11,0.0,8.53
2026-09-01T02:20:00+00:00,54.85,19.34,33.64,0.0,8.35
2026-09-01T02:21:00+00:00,28.42,7.85,30.84,0.0,8.33
2026-09-01T02:22:00+00:00,56.98,25.29,32.45,0.0,8.41
2026-09-01T02:23:00+00:00,37.29,12.92,33.1,0.0,8.18
2026-09-01T02:24:00+00:00,56.19,24.71,31.34,0.0,8.18
2026-09-01T02:25:00+00:00,48.16,13.33,32.94,0.59,8.18
2026-09-01T02:26:00+00:00,51.97,17.31,33.79,0.0,8.18
2026-09-01T02:27:00+00:00,40.32,15.58,34.51,0.0,8.43
2026-09-01T02:28:00+00:00,38.48,14.48,30.95,0.28,8.53
2026-09-01T02:29:00+00:00,46.81,16.44,33.75,0.0,8.18
2026-09-01T02:30:00+00:00,46.84,17.35,33.68,0.0,8.22
2026-09-01T02:31:00+00:00,56.23,23.14,31.64,0.0,8.18
2026-09-01T02:32:00+00:00,36.77,12.07,33.91,0.0,8.37
2026-09-01T02:33:00+00:00,50.54,20.84,30.15,0.0,8.66
2026-09-01T02:34:00+00:00,32.77,12.33,31.07,0.0,8.35
2026-09-01T02:35:00+00:00,38.68,15.02,34.72,0.18,8.79
2026-09-01T02:36:00+00:00,35.55,14.79,32.97,0.0,8.18
2026-09-01T02:37:00+00:00,25.81,9.16,33.53,0.0,8.43
2026-09-01T02:38:00+00:00,50.25,18.03,33.31,0.34,8.18
2026-09-01T02:39:00+00:00,53.47,17.5,34.09,0.0,8.21
2026-09-01T02:40:00+00:00,51.04,17.36,35.72,0.0,8.18
2026-09-01T02:41:00+00:00,60.19,29.4,31.85,0.0,8.61
2026-09-01T02:42:00+00:00,26.45,9.47,34.7,0.59,8.53
2026-09-01T02:43:00+00:00,49.74,16.42,34.66,0.0,8.18
2026-09-01T02:44:00+00:00,53.73,21.33,31.72,0.52,8.64
2026-09-01T02:45:00+00:00,30.42,14.14,32.55,0.0,8.69
2026-09-01T02:46:00+00:00,65.4,31.58,33.18,0.64,8.6
2026-09-01T02:47:00+00:00,50.39,15.45,31.72,0.42,8.24
2026-09-01T02:48:00+00:00,54.94,20.92,32.91,0.0,8.61
2026-09-01T02:49:00+00:00,62.44,26.5,33.29,0.21,8.3
2026-09-01T02:50:00+00:00,54.04,24.77,30.61,0.0,8.18
2026-09-01T02:51:00+00:00,30.61,12.17,30.37,0.07,8.18
2026-09-01T02:52:00+00:00,41.42,14.18,31.04,0.0,8.68
2026-09-01T02:53:00+00:00,27.77,13.28,36.19,0.0,8.38
2026-09-01T02:54:00+00:00,28.84,7.5,33.75,0.0,8.18
2026-09-01T02:55:00+00:00,58.82,26.18,32.81,0.0,8.18
2026-09-01T02:56:00+00:00,37.77,9.04,33.58,0.0,8.18
2026-09-01T02:57:00+00:00,30.13,12.4,32.54,0.0,8.64
2026-09-01T02:58:00+00:00,60.19,24.88,32.24,0.48,8.72
2026-09-01T02:59:00+00:00,28.87,14.35,34.88,0.0,8.57
2026-09-01T03:00:00+00:00,53.81,16.38,33.52,0.0,8.18
2026-09-01T03:01:00+00:00,47.23,12.99,35.6,0.0,8.18
2026-09-01T03:02:00+00:00,44.1,19.06,31.12,0.0,8.18
2026-09-01T03:03:00+00:00,28.48,10.35,36.49,0.0,8.36
2026-09-01T03:04:00+00:00,50.78,19.28,28.99,0.0,8.32
2026-09-01T03:05:00+00:00,57.59,25.66,33.55,0.65,8.7
2026-09-01T03:06:00+00:00,59.17,22.73,37.3,0.0,8.23
2026-09-01T03:07:00+00:00,39.45,14.31,32.27,0.0,8.18
2026-09-01T03:08:00+00:00,54.95,23.28,31.44,0.0,8.18
2026-09-01T03:09:00+00:00,58.98,26.04,32.86,0.0,8.18
2026-09-01T03:10:00+00:00,44.03,15.03,30.7,0.0,8.18
2026-09-01T03:11:00+00:00,58.06,25.21,32.14,0.03,8.18
2026-09-01T03:12:00+00:00,59.77,26.2,34.12,0.57,8.18
2026-09-01T03:13:00+00:00,25.81,8.08,29.19,0.01,8.43
2026-09-01T03:14:00+00:00,38.97,10.61,31.24,0.0,8.18
2026-09-01T03:15:00+00:00,52.57,20.15,33.8,0.24,8.71
2026-09-01T03:16:00+00:00,31.71,12.15,31.77,0.0,8.2
2026-09-01T03:17:00+00:00,45.87,12.67,31.85,0.0,8.18
2026-09-01T03:18:00+00:00,33.52,13.4,34.93,0.0,8.43
2026-09-01T03:19:00+00:00,43.65,12.0,32.83,0.32,8.18
2026-09-01T03:20:00+00:00,36.13,13.98,30.59,0.0,8.35
2026-09-01T03:21:00+00:00,53.53,24.18,31.34,0.0,8.65
2026-09-01T03:22:00+00:00,50.28,18.04,33.68,0.0,8.19
2026-09-01T03:23:00+00:00,60.68,28.31,79.84,0.0,8.65
2026-09-01T03:24:00+00:00,25.81,9.95,87.06,0.35,8.54
2026-09-01T03:25:00+00:00,25.81,9.96,87.18,0.0,8.18
2026-09-01T03:26:00+00:00,48.29,11.89,83.44,0.0,8.18
2026-09-01T03:27:00+00:00,36.26,12.06,86.69,0.0,8.18
2026-09-01T03:28:00+00:00,51.24,19.42,87.89,0.61,8.78
2026-09-01T03:29:00+00:00,53.55,18.18,80.25,0.0,8.18
2026-09-01T03:30:00+00:00,34.06,13.84,74.26,0.0,8.18
2026-09-01T03:31:00+00:00,48.94,15.47,84.35,0.0,8.62
2026-09-01T03:32:00+00:00,54.35,18.76,81.01,0.0,8.18
2026-09-01T03:33:00+00:00,40.1,16.24,87.55,0.0,8.61
2026-09-01T03:34:00+00:00,50.15,22.05,85.65,0.0,8.18
2026-09-01T03:35:00+00:00,31.35,11.58,80.49,0.0,8.8
2026-09-01T03:36:00+00:00,40.03,13.74,81.7,0.0,8.57
2026-09-01T03:37:00+00:00,34.55,14.52,85.77,0.0,8.18
2026-09-01T03:38:00+00:00,53.65,23.8,81.6,0.0,8.18
2026-09-01T03:39:00+00:00,25.81,10.2,85.79,0.0,8.44
2026-09-01T03:40:00+00:00,37.19,13.57,83.39,0.0,8.63
2026-09-01T03:41:00+00:00,54.12,19.14,85.05,0.0,8.41
2026-09-01T03:42:00+00:00,37.26,12.35,80.69,0.0,8.33
2026-09-01T03:43:00+00:00,54.3,21.18,32.51,0.0,8.18
2026-09-01T03:44:00+00:00,53.23,17.34,34.62,0.0,8.47
2026-09-01T03:45:00+00:00,46.39,16.73,29.86,0.0,8.78
2026-09-01T03:46:00+00:00,46.13,16.99,34.8,0.0,8.18
2026-09-01T03:47:00+00:00,40.35,13.93,32.51,0.0,8.18
2026-09-01T03:48:00+00:00,48.1,18.41,34.01,0.0,8.35
2026-09-01T03:49:00+00:00,45.0,19.66,33.11,0.0,8.68
2026-09-01T03:50:00+00:00,54.71,20.45,32.88,0.15,8.25
2026-09-01T03:51:00+00:00,53.42,18.0,31.4,0.0,8.29
2026-09-01T03:52:00+00:00,51.52,22.38,29.81,0.6,8.18
2026-09-01T03:53:00+00:00,58.03,22.25,33.02,0.0,8.27
2026-09-01T03:54:00+00:00,51.63,21.91,32.11,0.59,8.58
2026-09-01T03:55:00+00:00,53.2,20.85,31.16,0.0,8.74
2026-09-01T03:56:00+00:00,49.06,15.98,35.09,0.53,8.79
2026-09-01T03:57:00+00:00,40.77,11.7,34.69,0.0,8.77
2026-09-01T03:58:00+00:00,48.06,15.63,34.31,0.1,8.18
2026-09-01T03:59:00+00:00,45.26,17.58,34.13,0.0,8.18
2026-09-01T04:00:00+00:00,37.94,17.04,31.92,0.0,8.18
2026-09-01T04:01:00+00:00,50.13,15.38,34.43,0.0,8.5
2026-09-01T04:02:00+00:00,38.58,15.79,34.84,0.0,8.57
2026-09-01T04:03:00+00:00,32.68,16.73,33.44,0.0,8.18
2026-09-01T04:04:00+00:00,53.37,16.95,33.79,0.0,8.58
2026-09-01T04:05:00+00:00,28.71,13.57,34.96,0.0,8.43
2026-09-01T04:06:00+00:00,54.5,22.49,35.28,0.0,8.18
2026-09-01T04:07:00+00:00,51.68,18.61,31.33,0.36,8.47
2026-09-01T04:08:00+00:00,50.25,14.4,32.77,0.34,8.55
2026-09-01T04:09:00+00:00,55.66,25.04,32.53,0.44,8.22
2026-09-01T04:10:00+00:00,33.45,13.45,33.81,0.0,8.18
2026-09-01T04:11:00+00:00,45.16,14.52,34.5,0.0,8.25
2026-09-01T04:12:00+00:00,57.29,16.49,32.11,0.0,8.25
2026-09-01T04:13:00+00:00,41.26,16.52,31.2,0.0,8.56
2026-09-01T04:14:00+00:00,30.0,8.66,32.33,0.0,8.18
2026-09-01T04:15:00+00:00,42.45,14.83,33.52,0.11,8.18
2026-09-01T04:16:00+00:00,38.06,14.82,31.91,0.0,8.18
2026-09-01T04:17:00+00:00,50.54,13.77,33.1,0.0,8.5
2026-09-01T04:18:00+00:00,48.77,14.71,32.3,0.14,8.23
2026-09-01T04:19:00+00:00,29.71,12.3,30.95,0.0,8.18
2026-09-01T04:20:00+00:00,25.81,7.5,29.96,0.0,8.55
2026-09-01T04:21:00+00:00,50.88,20.89,31.85,0.0,8.18
2026-09-01T04:22:00+00:00,40.23,12.14,33.65,0.34,8.29
2026-09-01T04:23:00+00:00,39.42,11.74,35.1,0.0,8.18
2026-09-01T04:24:00+00:00,39.74,15.49,33.51,0.0,8.18
2026-09-01T04:25:00+00:00,55.38,16.9,33.89,0.0,8.78
2026-09-01T04:26:00+00:00,43.48,17.23,35.02,0.22,8.18
2026-09-01T04:27:00+00:00,37.45,10.28,33.2,0.0,8.23
2026-09-01T04:28:00+00:00,53.2,17.52,33.57,0.0,8.18
2026-09-01T04:29:00+00:00,48.84,15.9,32.52,0.0,8.18
2026-09-01T04:30:00+00:00,42.81,12.2,30.91,0.59,8.36
2026-09-01T04:31:00+00:00,46.52,17.8,32.86,0.25,8.32
2026-09-01T04:32:00+00:00,53.42,19.85,32.94,0.0,8.18
2026-09-01T04:33:00+00:00,56.73,21.27,32.54,0.0,8.18
2026-09-01T04:34:00+00:00,33.13,13.28,32.73,0.0,8.18
2026-09-01T04:35:00+00:00,54.96,21.87,34.96,0.0,8.18
2026-09-01T04:36:00+00:00,46.77,16.46,31.14,0.0,8.18
2026-09-01T04:37:00+00:00,51.49,20.32,33.05,0.0,8.4
2026-09-01T04:38:00+00:00,54.57,21.88,34.18,0.0,8.18
2026-09-01T04:39:00+00:00,53.21,20.75,33.13,0.0,8.18
2026-09-01T04:40:00+00:00,53.71,17.01,34.17,0.0,8.18
2026-09-01T04:41:00+00:00,53.36,25.08,34.18,0.0,8.34
2026-09-01T04:42:00+00:00,114.14,64.1,31.08,0.0,8.69
2026-09-01T04:43:00+00:00,112.37,61.78,28.7,0.0,8.18
2026-09-01T04:44:00+00:00,119.35,65.24,32.15,0.0,8.18
2026-09-01T04:45:00+00:00,110.02,60.65,35.62,0.0,8.18
2026-09-01T04:46:00+00:00,111.01,60.21,35.31,0.05,8.18
2026-09-01T04:47:00+00:00,111.73,59.67,29.98,0.0,8.18
2026-09-01T04:48:00+00:00,120.72,64.21,33.87,0.0,8.18
2026-09-01T04:49:00+00:00,114.94,64.55,35.56,0.0,8.18
2026-09-01T04:50:00+00:00,126.53,70.78,34.01,0.0,8.18
2026-09-01T04:51:00+00:00,117.52,67.27,32.25,0.0,8.8
2026-09-01T04:52:00+00:00,107.26,58.47,34.78,0.24,8.18
2026-09-01T04:53:00+00:00,108.27,57.67,33.59,0.0,8.43
2026-09-01T04:54:00+00:00,117.93,64.2,34.49,0.0,8.18
2026-09-01T04:55:00+00:00,120.75,62.92,35.05,0.12,8.68
2026-09-01T04:56:00+00:00,120.03,65.3,30.88,0.0,8.59
2026-09-01T04:57:00+00:00,124.53,67.87,32.72,0.53,8.18
2026-09-01T04:58:00+00:00,117.09,62.42,30.65,0.0,8.65
2026-09-01T04:59:00+00:00,124.33,67.76,32.57,0.0,8.78
2026-09-01T05:00:00+00:00,127.35,68.69,33.88,0.0,8.64
2026-09-01T05:01:00+00:00,115.13,63.57,35.62,0.0,8.18
2026-09-01T05:02:00+00:00,130.35,74.88,34.24,0.0,8.18
2026-09-01T05:03:00+00:00,114.66,60.43,33.84,0.0,8.35
2026-09-01T05:04:00+00:00,128.65,66.75,32.46,0.0,8.18
2026-09-01T05:05:00+00:00,118.57,67.56,27.77,0.0,8.18
2026-09-01T05:06:00+00:00,122.35,66.7,33.54,0.0,8.72
2026-09-01T05:07:00+00:00,124.74,66.03,33.13,0.0,8.75
2026-09-01T05:08:00+00:00,112.76,62.45,32.61,0.0,8.31
2026-09-01T05:09:00+00:00,35.52,7.5,33.73,0.23,8.18
2026-09-01T05:10:00+00:00,33.26,9.13,33.1,0.0,8.18
2026-09-01T05:11:00+00:00,58.16,32.38,35.72,0.0,8.18
2026-09-01T05:12:00+00:00,43.13,19.93,34.35,0.0,8.18
2026-09-01T05:13:00+00:00,51.77,17.5,33.6,0.0,8.79
2026-09-01T05:14:00+00:00,46.0,16.7,32.01,0.0,8.6
2026-09-01T05:15:00+00:00,47.97,16.62,32.08,0.0,8.29
2026-09-01T05:16:00+00:00,42.32,20.97,33.62,0.0,8.53
2026-09-01T05:17:00+00:00,51.98,24.61,31.73,0.0,8.28
2026-09-01T05:18:00+00:00,35.16,14.6,31.71,0.79,8.18
2026-09-01T05:19:00+00:00,52.76,18.23,33.6,0.0,8.71
2026-09-01T05:20:00+00:00,35.1,14.93,36.55,0.0,8.43
2026-09-01T05:21:00+00:00,41.03,11.73,31.89,0.0,8.18
2026-09-01T05:22:00+00:00,51.44,20.74,34.62,0.0,8.78
2026-09-01T05:23:00+00:00,51.15,17.64,34.95,0.0,8.73
2026-09-01T05:24:00+00:00,38.35,12.33,33.04,0.26,8.18
2026-09-01T05:25:00+00:00,42.39,18.84,28.55,0.0,8.53
2026-09-01T05:26:00+00:00,50.79,14.01,33.1,0.0,8.77
2026-09-01T05:27:00+00:00,52.87,18.78,34.94,0.0,8.7
2026-09-01T05:28:00+00:00,37.97,13.46,31.73,0.0,8.69
2026-09-01T05:29:00+00:00,52.69,23.16,36.77,0.0,8.19
2026-09-01T05:30:00+00:00,42.35,13.91,32.16,0.0,8.18
2026-09-01T05:31:00+00:00,51.73,20.67,32.98,0.17,8.35
2026-09-01T05:32:00+00:00,42.84,13.74,33.39,0.0,8.2
2026-09-01T05:33:00+00:00,48.65,18.38,30.91,0.0,8.52
2026-09-01T05:34:00+00:00,57.51,24.69,35.92,0.0,8.68
2026-09-01T05:35:00+00:00,46.97,14.97,36.65,0.29,8.29
2026-09-01T05:36:00+00:00,43.45,11.7,35.49,0.0,8.63
2026-09-01T05:37:00+00:00,50.64,24.66,34.44,0.24,8.31
2026-09-01T05:38:00+00:00,43.03,16.99,33.42,0.0,8.65
2026-09-01T05:39:00+00:00,46.19,20.22,34.77,0.0,8.21
2026-09-01T05:40:00+00:00,44.65,11.53,34.1,0.28,8.78
2026-09-01T05:41:00+00:00,53.92,23.2,28.92,0.0,8.43
2026-09-01T05:42:00+00:00,51.07,14.03,31.59,0.36,8.18
2026-09-01T05:43:00+00:00,52.82,20.39,31.2,0.0,8.18
2026-09-01T05:44:00+00:00,47.68,14.2,30.58,0.0,8.18
2026-09-01T05:45:00+00:00,51.0,17.25,32.32,0.0,8.44
2026-09-01T05:46:00+00:00,42.9,12.38,32.92,0.0,8.27
2026-09-01T05:47:00+00:00,39.03,16.95,31.32,0.0,8.38
2026-09-01T05:48:00+00:00,47.16,15.92,33.3,0.0,8.57
2026-09-01T05:49:00+00:00,51.35,19.41,32.47,0.3,8.27
2026-09-01T05:50:00+00:00,44.61,12.62,33.68,0.07,8.18
2026-09-01T05:51:00+00:00,53.12,20.01,32.46,0.0,8.79
2026-09-01T05:52:00+00:00,47.61,17.32,35.05,0.0,8.18
2026-09-01T05:53:00+00:00,36.13,17.54,29.06,0.47,8.18
2026-09-01T05:54:00+00:00,47.71,13.61,34.99,0.0,8.29
2026-09-01T05:55:00+00:00,48.1,15.14,34.23,0.24,8.76
2026-09-01T05:56:00+00:00,47.94,16.21,34.23,0.0,8.18
2026-09-01T05:57:00+00:00,51.39,17.72,34.97,0.0,8.18
2026-09-01T05:58:00+00:00,32.9,14.3,31.26,0.0,8.18
2026-09-01T05:59:00+00:00,52.07,18.9,35.74,0.26,8.67
2026-09-01T06:00:00+00:00,50.39,19.88,36.49,0.0,8.18
2026-09-01T06:01:00+00:00,44.19,14.81,32.79,0.0,8.24
2026-09-01T06:02:00+00:00,52.93,17.12,34.68,0.0,8.18
2026-09-01T06:03:00+00:00,50.34,20.67,32.37,0.0,8.39
2026-09-01T06:04:00+00:00,45.29,18.58,35.08,0.0,8.18
2026-09-01T06:05:00+00:00,53.73,20.69,34.42,0.0,8.18
2026-09-01T06:06:00+00:00,46.84,14.3,34.76,0.0,8.18
2026-09-01T06:07:00+00:00,37.29,12.26,34.55,0.0,8.18
2026-09-01T06:08:00+00:00,33.71,10.17,31.99,0.0,8.38
2026-09-01T06:09:00+00:00,52.72,20.16,33.58,0.0,8.76
2026-09-01T06:10:00+00:00,39.1,12.59,34.49,0.0,8.18
2026-09-01T06:11:00+00:00,55.25,20.48,33.41,0.35,8.18
2026-09-01T06:12:00+00:00,51.48,17.65,34.24,0.0,8.3
2026-09-01T06:13:00+00:00,49.74,18.57,32.94,0.0,8.18
2026-09-01T06:14:00+00:00,53.26,20.5,32.52,0.0,8.18
2026-09-01T06:15:00+00:00,46.0,16.58,34.17,0.0,8.18
2026-09-01T06:16:00+00:00,27.71,8.29,34.49,0.0,8.18
2026-09-01T06:17:00+00:00,54.8,19.68,31.11,0.0,8.4
2026-09-01T06:18:00+00:00,39.1,10.36,36.22,0.24,8.57
2026-09-01T06:19:00+00:00,42.97,11.48,32.71,0.0,8.18
2026-09-01T06:20:00+00:00,52.44,20.3,33.63,0.0,8.18
2026-09-01T06:21:00+00:00,55.1,24.54,32.78,0.0,8.71
2026-09-01T06:22:00+00:00,51.9,19.86,34.1,0.0,8.4
2026-09-01T06:23:00+00:00,50.54,20.03,37.73,0.58,8.18
2026-09-01T06:24:00+00:00,39.45,13.49,34.0,0.0,8.25
2026-09-01T06:25:00+00:00,52.52,21.02,34.27,0.0,8.18
2026-09-01T06:26:00+00:00,46.48,14.5,34.52,0.0,8.18
2026-09-01T06:27:00+00:00,51.27,18.95,32.6,0.43,8.18
2026-09-01T06:28:00+00:00,54.37,18.73,35.52,0.26,8.18
2026-09-01T06:29:00+00:00,32.97,10.53,33.07,0.41,8.18
2026-09-01T06:30:00+00:00,52.58,21.98,33.8,0.0,8.49
2026-09-01T06:31:00+00:00,52.83,23.17,38.54,0.0,8.32
2026-09-01T06:32:00+00:00,41.42,17.84,31.63,0.0,8.63
2026-09-01T06:33:00+00:00,49.03,17.46,32.93,0.0,8.18
2026-09-01T06:34:00+00:00,52.67,19.59,36.28,0.0,8.67
2026-09-01T06:35:00+00:00,39.74,17.54,36.92,0.0,8.18
2026-09-01T06:36:00+00:00,44.58,22.98,32.54,0.0,8.18
2026-09-01T06:37:00+00:00,42.65,20.24,34.68,0.24,8.28
2026-09-01T06:38:00+00:00,36.71,15.58,34.39,0.0,8.26
2026-09-01T06:39:00+00:00,45.81,20.08,34.57,0.0,8.18
2026-09-01T06:40:00+00:00,49.55,18.65,33.27,0.0,8.67
2026-09-01T06:41:00+00:00,51.04,16.71,35.32,0.0,8.18
2026-09-01T06:42:00+00:00,43.29,15.09,34.34,0.0,8.18
2026-09-01T06:43:00+00:00,52.86,22.58,34.33,0.0,8.57
2026-09-01T06:44:00+00:00,36.71,16.23,35.1,0.0,8.8
2026-09-01T06:45:00+00:00,52.28,18.64,32.57,0.0,8.18
2026-09-01T06:46:00+00:00,51.58,22.47,33.41,0.0,8.18
2026-09-01T06:47:00+00:00,51.47,21.99,37.93,0.0,8.18
2026-09-01T06:48:00+00:00,44.42,15.94,33.23,0.0,8.71
2026-09-01T06:49:00+00:00,49.58,15.03,34.47,0.17,8.5
2026-09-01T06:50:00+00:00,54.01,20.69,31.8,0.22,8.23
2026-09-01T06:51:00+00:00,46.16,14.24,35.39,0.0,8.25
2026-09-01T06:52:00+00:00,46.26,17.24,37.94,0.0,8.18
2026-09-01T06:53:00+00:00,50.13,19.36,35.29,0.0,8.4
2026-09-01T06:54:00+00:00,53.63,18.51,33.28,0.0,8.18
2026-09-01T06:55:00+00:00,45.65,16.5,32.95,0.0,8.18
2026-09-01T06:56:00+00:00,44.1,16.0,35.81,0.0,8.3
2026-09-01T06:57:00+00:00,52.43,18.97,35.05,0.0,8.34
2026-09-01T06:58:00+00:00,45.71,15.95,36.79,0.0,8.69
2026-09-01T06:59:00+00:00,50.51,18.17,35.85,0.0,8.4
2026-09-01T07:00:00+00:00,50.08,17.42,34.2,0.36,8.32
2026-09-01T07:01:00+00:00,47.06,19.4,32.6,0.0,8.18
2026-09-01T07:02:00+00:00,53.47,17.9,34.91,0.0,8.73
2026-09-01T07:03:00+00:00,45.13,19.8,34.26,0.69,8.74
2026-09-01T07:04:00+00:00,48.16,26.78,35.9,0.0,8.76
2026-09-01T07:05:00+00:00,52.16,17.5,33.69,0.0,8.18
2026-09-01T07:06:00+00:00,47.32,20.2,33.58,0.0,8.58
2026-09-01T07:07:00+00:00,56.64,23.0,35.79,0.0,8.18
2026-09-01T07:08:00+00:00,48.55,15.82,35.85,0.0,8.65
2026-09-01T07:09:00+00:00,43.16,18.89,32.55,0.0,8.18
2026-09-01T07:10:00+00:00,49.45,22.26,32.79,0.0,8.18
2026-09-01T07:11:00+00:00,51.52,17.69,32.88,0.59,8.18
2026-09-01T07:12:00+00:00,50.06,17.01,36.9,0.0,8.38
2026-09-01T07:13:00+00:00,54.17,20.56,33.16,0.74,8.18
2026-09-01T07:14:00+00:00,44.1,17.81,35.37,0.0,8.18
2026-09-01T07:15:00+00:00,50.95,19.1,37.35,0.0,8.18
2026-09-01T07:16:00+00:00,41.03,12.44,33.55,0.0,8.26
2026-09-01T07:17:00+00:00,46.71,15.96,36.04,0.0,8.25
2026-09-01T07:18:00+00:00,30.71,13.04,36.2,0.0,8.67
2026-09-01T07:19:00+00:00,40.03,11.31,36.28,0.0,8.26
2026-09-01T07:20:00+00:00,45.29,19.85,36.45,0.0,8.28
2026-09-01T07:21:00+00:00,33.52,12.13,32.74,0.0,8.31
2026-09-01T07:22:00+00:00,51.23,19.11,36.82,0.0,8.51
2026-09-01T07:23:00+00:00,50.75,21.62,36.12,0.0,8.18
