created_at,o3_analog,pm25_analog,pm10_analog,no2_analog,co_analog
2026-09-01T03:32:00+00:00,495,163,151,1,3522
2026-09-01T03:33:00+00:00,499,126,136,2,3546
2026-09-01T03:34:00+00:00,495,146,164,1,3543
2026-09-01T03:35:00+00:00,500,111,120,1,3513
2026-09-01T03:36:00+00:00,496,126,125,0,3523
2026-09-01T03:37:00+00:00,496,118,130,0,3547
2026-09-01T03:38:00+00:00,494,158,171,1,3525
2026-09-01T03:39:00+00:00,500,100,112,1,3544
2026-09-01T03:40:00+00:00,498,120,124,2,3533
2026-09-01T03:41:00+00:00,495,161,152,0,3540
2026-09-01T03:42:00+00:00,499,120,121,2,3517
2026-09-01T03:43:00+00:00,497,161,157,1,3020
2026-09-01T03:44:00+00:00,497,160,140,0,3066
2026-09-01T03:45:00+00:00,499,135,141,0,2969
2026-09-01T03:46:00+00:00,495,136,142,2,3069
2026-09-01T03:47:00+00:00,494,127,128,0,3018
2026-09-01T03:48:00+00:00,497,141,149,0,3051
2026-09-01T03:49:00+00:00,499,135,153,0,3034
2026-09-01T03:50:00+00:00,498,166,156,3,3034
2026-09-01T03:51:00+00:00,495,157,146,0,2996
2026-09-01T03:52:00+00:00,494,149,166,14,2960
2026-09-01T03:53:00+00:00,497,179,162,0,3032
2026-09-01T03:54:00+00:00,497,151,161,12,3019
2026-09-01T03:55:00+00:00,501,159,159,2,2995
2026-09-01T03:56:00+00:00,498,143,135,12,3072
2026-09-01T03:57:00+00:00,498,129,117,0,3063
2026-09-01T03:58:00+00:00,494,142,135,0,3064
2026-09-01T03:59:00+00:00,495,135,141,0,3057
2026-09-01T04:00:00+00:00,498,123,143,2,3011
2026-09-01T04:01:00+00:00,499,143,133,0,3066
2026-09-01T04:02:00+00:00,496,123,138,0,3069
2026-09-01T04:03:00+00:00,496,113,138,0,3047
2026-09-01T04:04:00+00:00,496,159,143,1,3048
2026-09-01T04:05:00+00:00,497,104,125,1,3068
2026-09-01T04:06:00+00:00,494,163,164,0,3074
2026-09-01T04:07:00+00:00,500,149,146,6,2993
2026-09-01T04:08:00+00:00,500,143,128,5,3031
2026-09-01T04:09:00+00:00,497,168,174,7,3024
2026-09-01T04:10:00+00:00,495,114,124,0,3051
2026-09-01T04:11:00+00:00,498,133,130,0,3063
2026-09-01T04:12:00+00:00,498,174,138,0,3010
2026-09-01T04:13:00+00:00,497,127,140,0,2992
2026-09-01T04:14:00+00:00,498,106,104,2,3022
2026-09-01T04:15:00+00:00,495,130,132,1,3043
2026-09-01T04:16:00+00:00,494,122,130,0,3015
2026-09-01T04:17:00+00:00,496,148,129,0,3040
2026-09-01T04:18:00+00:00,495,139,132,2,3023
2026-09-01T04:19:00+00:00,494,110,121,0,2995
2026-09-01T04:20:00+00:00,499,102,101,1,2969
2026-09-01T04:21:00+00:00,498,149,156,0,3010
2026-09-01T04:22:00+00:00,499,124,121,8,3042
2026-09-01T04:23:00+00:00,498,123,116,1,3075
2026-09-01T04:24:00+00:00,495,124,136,0,3039
2026-09-01T04:25:00+00:00,499,166,141,0,3050
2026-09-01T04:26:00+00:00,494,134,141,4,3072
2026-09-01T04:27:00+00:00,497,121,112,2,3032
2026-09-01T04:28:00+00:00,494,156,143,0,3050
2026-09-01T04:29:00+00:00,497,143,138,1,3023
2026-09-01T04:30:00+00:00,497,131,120,11,2987
2026-09-01T04:31:00+00:00,497,136,146,3,3026
2026-09-01T04:32:00+00:00,497,160,154,0,3035
2026-09-01T04:33:00+00:00,495,176,158,2,3024
2026-09-01T04:34:00+00:00,497,116,123,2,3024
2026-09-01T04:35:00+00:00,494,167,160,1,3075
2026-09-01T04:36:00+00:00,496,138,137,0,2998
2026-09-01T04:37:00+00:00,496,152,154,0,3032
2026-09-01T04:38:00+00:00,497,162,161,1,3059
2026-09-01T04:39:00+00:00,496,160,156,0,3041
2026-09-01T04:40:00+00:00,496,158,143,1,3056
2026-09-01T04:41:00+00:00,498,160,177,0,3056
2026-09-01T04:42:00+00:00,498,448,403,1,2995
2026-09-01T04:43:00+00:00,496,437,384,1,2943
2026-09-01T04:44:00+00:00,494,472,416,1,3017
2026-09-01T04:45:00+00:00,495,424,375,0,3079
2026-09-01T04:46:00+00:00,498,427,371,2,3081
2026-09-01T04:47:00+00:00,497,434,364,0,2968
2026-09-01T04:48:00+00:00,498,483,404,0,3050
2026-09-01T04:49:00+00:00,498,452,409,1,3084
2026-09-01T04:50:00+00:00,497,511,463,1,3050
2026-09-01T04:51:00+00:00,497,463,433,0,3017
2026-09-01T04:52:00+00:00,498,407,357,3,3069
2026-09-01T04:53:00+00:00,495,413,349,0,3043
2026-09-01T04:54:00+00:00,498,466,407,1,3065
2026-09-01T04:55:00+00:00,500,484,396,5,3078
2026-09-01T04:56:00+00:00,497,479,416,0,2993
2026-09-01T04:57:00+00:00,495,502,435,12,3032
2026-09-01T04:58:00+00:00,496,460,390,0,2988
2026-09-01T04:59:00+00:00,497,499,436,0,3026
2026-09-01T05:00:00+00:00,498,517,446,0,3055
2026-09-01T05:01:00+00:00,495,452,400,0,3086
2026-09-01T05:02:00+00:00,494,534,499,0,3054
2026-09-01T05:03:00+00:00,495,447,375,1,3045
2026-09-01T05:04:00+00:00,498,526,429,0,3022
2026-09-01T05:05:00+00:00,497,470,432,0,2919
2026-09-01T05:06:00+00:00,501,490,429,1,3047
2026-09-01T05:07:00+00:00,500,505,420,2,3039
2026-09-01T05:08:00+00:00,498,441,388,0,3024
2026-09-01T05:09:00+00:00,494,116,100,7,3048
2026-09-01T05:10:00+00:00,495,116,108,0,3035
2026-09-01T05:11:00+00:00,495,178,207,0,3089
2026-09-01T05:12:00+00:00,494,132,155,2,3059
2026-09-01T05:13:00+00:00,500,150,142,0,3048
2026-09-01T05:14:00+00:00,497,138,142,0,3013
2026-09-01T05:15:00+00:00,496,141,139,0,3010
2026-09-01T05:16:00+00:00,498,129,160,1,3045
2026-09-01T05:17:00+00:00,498,151,175,0,3003
2026-09-01T05:18:00+00:00,495,115,130,15,3004
2026-09-01T05:19:00+00:00,498,155,147,1,3040
2026-09-01T05:20:00+00:00,497,115,130,0,3100
2026-09-01T05:21:00+00:00,498,128,119,0,3006
2026-09-01T05:22:00+00:00,498,149,156,0,3068
2026-09-01T05:23:00+00:00,497,147,146,2,3075
2026-09-01T05:24:00+00:00,497,123,120,5,3035
2026-09-01T05:25:00+00:00,496,130,150,0,2930
2026-09-01T05:26:00+00:00,500,148,129,0,3034
2026-09-01T05:27:00+00:00,500,158,149,0,3068
2026-09-01T05:28:00+00:00,499,122,127,2,3009
2026-09-01T05:29:00+00:00,496,154,167,1,3101
2026-09-01T05:30:00+00:00,494,131,129,0,3021
2026-09-01T05:31:00+00:00,499,152,155,5,3030
2026-09-01T05:32:00+00:00,494,133,127,1,3045
2026-09-01T05:33:00+00:00,497,140,148,0,2993
2026-09-01T05:34:00+00:00,497,177,172,1,3089
2026-09-01T05:35:00+00:00,497,137,130,4,3104
2026-09-01T05:36:00+00:00,499,133,120,1,3079
2026-09-01T05:37:00+00:00,497,148,172,6,3067
2026-09-01T05:38:00+00:00,499,133,140,0,3047
2026-09-01T05:39:00+00:00,497,137,155,0,3072
2026-09-01T05:40:00+00:00,499,135,117,6,3056
2026-09-01T05:41:00+00:00,495,162,170,0,2939
2026-09-01T05:42:00+00:00,496,146,130,9,3004
2026-09-01T05:43:00+00:00,495,157,157,0,2998
2026-09-01T05:44:00+00:00,497,141,130,1,2987
2026-09-01T05:45:00+00:00,496,150,141,2,3015
2026-09-01T05:46:00+00:00,499,133,121,2,3032
2026-09-01T05:47:00+00:00,499,122,143,0,3002
2026-09-01T05:48:00+00:00,499,137,136,0,3040
2026-09-01T05:49:00+00:00,499,152,150,5,3027
2026-09-01T05:50:00+00:00,496,132,121,1,3051
2026-09-01T05:51:00+00:00,498,156,155,0,3020
2026-09-01T05:52:00+00:00,497,140,142,0,3077
2026-09-01T05:53:00+00:00,496,117,143,9,2949
2026-09-01T05:54:00+00:00,497,138,124,2,3074
2026-09-01T05:55:00+00:00,499,138,135,4,3056
2026-09-01T05:56:00+00:00,494,142,136,1,3056
2026-09-01T05:57:00+00:00,497,152,146,0,3077
2026-09-01T05:58:00+00:00,494,115,131,0,2998
2026-09-01T05:59:00+00:00,500,151,150,3,3087
2026-09-01T06:00:00+00:00,495,143,152,0,3101
2026-09-01T06:01:00+00:00,495,135,130,1,3031
2026-09-01T06:02:00+00:00,494,158,142,0,3061
2026-09-01T06:03:00+00:00,499,143,159,0,3017
2026-09-01T06:04:00+00:00,495,134,150,2,3075
2026-09-01T06:05:00+00:00,498,161,159,0,3058
2026-09-01T06:06:00+00:00,496,140,129,0,3066
2026-09-01T06:07:00+00:00,495,123,121,0,3069
2026-09-01T06:08:00+00:00,499,116,113,1,3010
2026-09-01T06:09:00+00:00,500,157,156,0,3040
2026-09-01T06:10:00+00:00,496,122,123,0,3061
2026-09-01T06:11:00+00:00,495,169,156,5,3038
2026-09-01T06:12:00+00:00,498,150,145,0,3058
2026-09-01T06:13:00+00:00,498,141,147,0,3035
2026-09-01T06:14:00+00:00,498,157,156,0,3026
2026-09-01T06:15:00+00:00,495,134,141,0,3053
2026-09-01T06:16:00+00:00,498,102,102,0,3066
2026-09-01T06:17:00+00:00,495,167,152,0,2993
2026-09-01T06:18:00+00:00,498,126,110,5,3094
2026-09-01T06:19:00+00:00,497,130,116,0,3031
2026-09-01T06:20:00+00:00,498,155,157,0,3046
2026-09-01T06:21:00+00:00,500,167,171,0,3025
2026-09-01T06:22:00+00:00,499,154,152,2,3051
2026-09-01T06:23:00+00:00,496,147,154,12,3116
2026-09-01T06:24:00+00:00,499,127,128,0,3049
2026-09-01T06:25:00+00:00,494,157,157,2,3059
2026-09-01T06:26:00+00:00,495,137,131,0,3066
2026-09-01T06:27:00+00:00,498,150,149,9,3021
2026-09-01T06:28:00+00:00,498,161,148,7,3083
2026-09-01T06:29:00+00:00,498,113,112,9,3032
2026-09-01T06:30:00+00:00,496,155,164,1,3048
2026-09-01T06:31:00+00:00,497,158,168,2,3138
2026-09-01T06:32:00+00:00,497,126,147,0,3001
2026-09-01T06:33:00+00:00,494,142,141,0,3037
2026-09-01T06:34:00+00:00,499,156,154,0,3092
2026-09-01T06:35:00+00:00,495,125,143,0,3107
2026-09-01T06:36:00+00:00,494,135,165,1,3028
2026-09-01T06:37:00+00:00,498,133,157,4,3063
2026-09-01T06:38:00+00:00,497,118,134,0,3065
2026-09-01T06:39:00+00:00,495,135,155,0,3068
2026-09-01T06:40:00+00:00,497,141,147,0,3041
2026-09-01T06:41:00+00:00,498,149,139,0,3081
2026-09-01T06:42:00+00:00,495,132,131,2,3062
2026-09-01T06:43:00+00:00,497,158,165,0,3057
2026-09-01T06:44:00+00:00,500,122,137,0,3079
2026-09-01T06:45:00+00:00,497,156,148,0,3026
2026-09-01T06:46:00+00:00,496,150,166,0,3046
2026-09-01T06:47:00+00:00,494,152,161,2,3120
2026-09-01T06:48:00+00:00,499,135,136,0,3035
2026-09-01T06:49:00+00:00,497,143,132,6,3065
2026-09-01T06:50:00+00:00,498,164,159,6,3009
2026-09-01T06:51:00+00:00,495,136,131,0,3078
2026-09-01T06:52:00+00:00,495,136,144,2,3127
2026-09-01T06:53:00+00:00,496,145,150,0,3074
2026-09-01T06:54:00+00:00,494,162,149,0,3036
2026-09-01T06:55:00+00:00,496,135,138,0,3036
2026-09-01T06:56:00+00:00,495,131,139,0,3092
2026-09-01T06:57:00+00:00,495,155,147,0,3069
2026-09-01T06:58:00+00:00,499,136,138,0,3101
2026-09-01T06:59:00+00:00,495,144,148,0,3083
2026-09-01T07:00:00+00:00,497,145,143,7,3061
2026-09-01T07:01:00+00:00,495,136,150,0,3022
2026-09-01T07:02:00+00:00,497,158,146,0,3069
2026-09-01T07:03:00+00:00,499,136,154,14,3054
2026-09-01T07:04:00+00:00,499,141,184,1,3090
2026-09-01T07:05:00+00:00,495,151,143,2,3048
2026-09-01T07:06:00+00:00,500,141,156,0,3041
2026-09-01T07:07:00+00:00,496,172,165,0,3082
2026-09-01T07:08:00+00:00,497,142,136,0,3087
2026-09-01T07:09:00+00:00,496,130,150,2,3021
2026-09-01T07:10:00+00:00,495,143,163,0,3032
2026-09-01T07:11:00+00:00,497,148,146,15,3035
2026-09-01T07:12:00+00:00,498,144,142,0,3106
2026-09-01T07:13:00+00:00,496,160,154,15,3038
2026-09-01T07:14:00+00:00,494,132,145,0,3083
2026-09-01T07:15:00+00:00,498,147,151,0,3115
2026-09-01T07:16:00+00:00,498,129,119,2,3040
2026-09-01T07:17:00+00:00,496,140,135,0,3087
2026-09-01T07:18:00+00:00,501,111,122,0,3090
2026-09-01T07:19:00+00:00,497,128,117,0,3096
2026-09-01T07:20:00+00:00,495,137,152,0,3097
2026-09-01T07:21:00+00:00,495,115,120,0,3031
2026-09-01T07:22:00+00:00,499,149,150,2,3102
2026-09-01T07:23:00+00:00,498,148,159,0,3097
2026-09-01T07:24:00+00:00,496,182,173,0,3058
2026-09-01T07:25:00+00:00,497,149,127,0,3110
2026-09-01T07:26:00+00:00,494,129,125,0,3149
2026-09-01T07:27:00+00:00,496,143,133,0,3111
2026-09-01T07:28:00+00:00,495,145,137,0,3162
2026-09-01T07:29:00+00:00,497,144,162,8,3053
2026-09-01T07:30:00+00:00,494,155,147,2,3062
2026-09-01T07:31:00+00:00,496,124,126,9,3055
2026-09-01T07:32:00+00:00,496,167,148,1,3109
2026-09-01T07:33:00+00:00,496,131,132,1,3090
2026-09-01T07:34:00+00:00,495,115,117,1,3132
2026-09-01T07:35:00+00:00,498,136,134,0,3069
2026-09-01T07:36:00+00:00,495,139,140,0,3121
2026-09-01T07:37:00+00:00,497,137,128,6,3111
2026-09-01T07:38:00+00:00,499,141,155,0,3095
2026-09-01T07:39:00+00:00,496,155,147,2,3121
2026-09-01T07:40:00+00:00,497,133,131,9,3094
2026-09-01T07:41:00+00:00,498,165,170,1,3108
2026-09-01T07:42:00+00:00,496,130,130,0,3115
2026-09-01T07:43:00+00:00,494,141,130,10,3127
2026-09-01T07:44:00+00:00,499,127,101,0,3125
2026-09-01T07:45:00+00:00,498,148,130,1,3094
2026-09-01T07:46:00+00:00,497,139,134,0,3088
2026-09-01T07:47:00+00:00,497,123,158,0,3092
2026-09-01T07:48:00+00:00,499,143,137,0,3132
2026-09-01T07:49:00+00:00,495,124,116,1,3087
2026-09-01T07:50:00+00:00,499,117,115,2,3115
2026-09-01T07:51:00+00:00,496,144,138,0,3151
2026-09-01T07:52:00+00:00,495,169,176,2,3139
2026-09-01T07:53:00+00:00,499,144,151,0,3144
2026-09-01T07:54:00+00:00,500,137,139,1,3056
2026-09-01T07:55:00+00:00,497,149,144,0,3070
2026-09-01T07:56:00+00:00,499,135,153,2,3100
2026-09-01T07:57:00+00:00,497,141,131,2,3134
2026-09-01T07:58:00+00:00,496,136,145,8,3110
2026-09-01T07:59:00+00:00,501,161,165,2,3124
2026-09-01T08:00:00+00:00,498,139,119,0,3101
2026-09-01T08:01:00+00:00,502,126,135,2,3118
2026-09-01T08:02:00+00:00,497,142,139,5,3158
2026-09-01T08:03:00+00:00,503,150,134,9,3168
2026-09-01T08:04:00+00:00,497,156,162,0,3104
2026-09-01T08:05:00+00:00,499,134,153,0,3170
2026-09-01T08:06:00+00:00,495,140,130,0,3120
2026-09-01T08:07:00+00:00,495,155,175,1,3105
2026-09-01T08:08:00+00:00,497,140,135,0,3113
2026-09-01T08:09:00+00:00,503,131,119,0,3164
2026-09-01T08:10:00+00:00,503,152,149,0,3101
2026-09-01T08:11:00+00:00,498,153,129,8,3146
2026-09-01T08:12:00+00:00,500,150,139,1,3145
2026-09-01T08:13:00+00:00,497,144,151,0,3138
2026-09-01T08:14:00+00:00,495,150,150,3,3115
2026-09-01T08:15:00+00:00,499,131,129,0,3126
2026-09-01T08:16:00+00:00,501,136,131,2,3102
2026-09-01T08:17:00+00:00,496,149,164,0,3101
2026-09-01T08:18:00+00:00,498,126,111,0,3171
2026-09-01T08:19:00+00:00,500,125,113,1,3169
2026-09-01T08:20:00+00:00,500,138,129,0,3191
2026-09-01T08:21:00+00:00,499,158,170,4,3060
2026-09-01T08:22:00+00:00,500,113,128,0,3140
2026-09-01T08:23:00+00:00,508,117,115,0,3116
2026-09-01T08:24:00+00:00,505,139,141,13,3105
2026-09-01T08:25:00+00:00,498,145,148,1,3117
2026-09-01T08:26:00+00:00,508,172,153,1,3153
2026-09-01T08:27:00+00:00,501,148,150,7,3146
2026-09-01T08:28:00+00:00,500,121,120,5,3198
2026-09-01T08:29:00+00:00,496,150,146,0,3158
2026-09-01T08:30:00+00:00,499,148,139,0,3106
2026-09-01T08:31:00+00:00,503,124,127,0,3134
2026-09-01T08:32:00+00:00,496,149,160,0,3140
2026-09-01T08:33:00+00:00,511,136,134,0,3226
2026-09-01T08:34:00+00:00,508,137,131,2,3192
2026-09-01T08:35:00+00:00,500,118,113,2,3197
2026-09-01T08:36:00+00:00,507,147,152,0,3092
2026-09-01T08:37:00+00:00,499,129,138,16,3196
2026-09-01T08:38:00+00:00,508,156,137,24,3135
2026-09-01T08:39:00+00:00,510,137,130,0,3215
2026-09-01T08:40:00+00:00,498,129,144,2,3216
2026-09-01T08:41:00+00:00,497,157,165,0,3202
2026-09-01T08:42:00+00:00,498,136,137,0,3205
2026-09-01T08:43:00+00:00,508,145,156,0,3133
2026-09-01T08:44:00+00:00,505,125,115,0,3161
2026-09-01T08:45:00+00:00,499,156,128,0,3180
2026-09-01T08:46:00+00:00,494,154,139,16,3208
2026-09-01T08:47:00+00:00,497,151,144,15,3153
2026-09-01T08:48:00+00:00,497,130,137,0,3177
2026-09-01T08:49:00+00:00,512,168,166,1,3171
2026-09-01T08:50:00+00:00,495,143,156,0,3175
2026-09-01T08:51:00+00:00,500,145,129,2,3158
2026-09-01T08:52:00+00:00,510,156,141,0,3147
2026-09-01T08:53:00+00:00,495,126,145,0,3113
2026-09-01T08:54:00+00:00,496,138,143,1,3189
2026-09-01T08:55:00+00:00,511,177,176,0,3195
2026-09-01T08:56:00+00:00,498,134,132,4,3178
2026-09-01T08:57:00+00:00,518,133,138,6,3139
2026-09-01T08:58:00+00:00,514,135,129,0,3150
2026-09-01T08:59:00+00:00,495,118,99,2,3180
2026-09-01T09:00:00+00:00,498,149,152,17,3193
2026-09-01T09:01:00+00:00,498,163,149,1,3209
2026-09-01T09:02:00+00:00,509,161,161,3,3215
2026-09-01T09:03:00+00:00,496,153,138,0,3177
2026-09-01T09:04:00+00:00,516,154,163,0,3217
2026-09-01T09:05:00+00:00,513,136,121,0,3140
2026-09-01T09:06:00+00:00,516,151,181,1,3167
2026-09-01T09:07:00+00:00,519,145,142,2,3218
2026-09-01T09:08:00+00:00,495,121,111,0,3190
2026-09-01T09:09:00+00:00,498,145,128,4,3183
2026-09-01T09:10:00+00:00,499,133,126,2,3194
2026-09-01T09:11:00+00:00,524,145,151,2,3203
2026-09-01T09:12:00+00:00,499,134,128,1,3222
2026-09-01T09:13:00+00:00,523,143,145,0,3215
2026-09-01T09:14:00+00:00,525,154,172,1,3175
2026-09-01T09:15:00+00:00,499,132,137,0,3215
2026-09-01T09:16:00+00:00,496,122,151,1,3163
2026-09-01T09:17:00+00:00,497,133,122,0,3177
2026-09-01T09:18:00+00:00,515,132,112,0,3167
2026-09-01T09:19:00+00:00,496,150,164,0,3193
2026-09-01T09:20:00+00:00,497,142,130,6,3207
2026-09-01T09:21:00+00:00,500,128,134,0,3197
2026-09-01T09:22:00+00:00,495,165,152,6,3212
2026-09-01T09:23:00+00:00,521,149,159,0,3165
2026-09-01T09:24:00+00:00,500,148,142,0,3187
2026-09-01T09:25:00+00:00,500,153,160,0,3168
2026-09-01T09:26:00+00:00,514,134,151,1,3161
2026-09-01T09:27:00+00:00,496,153,138,1,3207
2026-09-01T09:28:00+00:00,522,155,144,1,3194
2026-09-01T09:29:00+00:00,528,146,164,2,3245
2026-09-01T09:30:00+00:00,530,157,155,0,3209
2026-09-01T09:31:00+00:00,523,144,154,7,3235
2026-09-01T09:32:00+00:00,532,132,134,14,3262
2026-09-01T09:33:00+00:00,524,147,140,0,3186
2026-09-01T09:34:00+00:00,501,138,153,7,3154
2026-09-01T09:35:00+00:00,525,178,168,0,3210
2026-09-01T09:36:00+00:00,534,123,141,13,3190
2026-09-01T09:37:00+00:00,527,119,114,13,3245
2026-09-01T09:38:00+00:00,501,135,142,0,3112
2026-09-01T09:39:00+00:00,530,120,131,0,3234
2026-09-01T09:40:00+00:00,499,135,121,6,3195
2026-09-01T09:41:00+00:00,498,130,138,0,3186
2026-09-01T09:42:00+00:00,499,140,137,0,3193
2026-09-01T09:43:00+00:00,525,127,123,1,3212
2026-09-01T09:44:00+00:00,519,149,141,1,3165
2026-09-01T09:45:00+00:00,495,126,159,2,3214
2026-09-01T09:46:00+00:00,498,138,162,2,3202
2026-09-01T09:47:00+00:00,524,124,139,1,3256
2026-09-01T09:48:00+00:00,497,150,135,0,3233
2026-09-01T09:49:00+00:00,544,128,116,2,3196
2026-09-01T09:50:00+00:00,497,123,115,0,3213
2026-09-01T09:51:00+00:00,498,146,150,0,3214
2026-09-01T09:52:00+00:00,529,165,167,2,3235
2026-09-01T09:53:00+00:00,500,171,163,9,3228
2026-09-01T09:54:00+00:00,499,144,158,1,3234
2026-09-01T09:55:00+00:00,498,175,162,2,3222
2026-09-01T09:56:00+00:00,536,134,125,2,3235
2026-09-01T09:57:00+00:00,540,161,159,0,3229
2026-09-01T09:58:00+00:00,543,169,142,5,3218
2026-09-01T09:59:00+00:00,536,149,144,0,3175
2026-09-01T10:00:00+00:00,551,163,186,15,3206
2026-09-01T10:01:00+00:00,542,157,150,1,3180
2026-09-01T10:02:00+00:00,495,141,160,12,3160
2026-09-01T10:03:00+00:00,498,145,141,12,3212
2026-09-01T10:04:00+00:00,498,122,128,0,3209
2026-09-01T10:05:00+00:00,499,153,145,0,3224
2026-09-01T10:06:00+00:00,500,106,137,2,3174
2026-09-01T10:07:00+00:00,544,144,141,14,3258
2026-09-01T10:08:00+00:00,499,145,133,0,3186
2026-09-01T10:09:00+00:00,548,138,126,0,3249
2026-09-01T10:10:00+00:00,496,154,147,0,3221
2026-09-01T10:11:00+00:00,498,131,127,0,3223
2026-09-01T10:12:00+00:00,497,138,139,2,3219
2026-09-01T10:13:00+00:00,531,148,140,0,3276
2026-09-01T10:14:00+00:00,496,142,134,0,3176
2026-09-01T10:15:00+00:00,537,134,173,1,3216
2026-09-01T10:16:00+00:00,497,157,163,2,3192
2026-09-01T10:17:00+00:00,540,161,162,1,3176
2026-09-01T10:18:00+00:00,533,139,151,2,3230
2026-09-01T10:19:00+00:00,539,150,152,0,3250
2026-09-01T10:20:00+00:00,498,147,150,0,3173
2026-09-01T10:21:00+00:00,555,166,156,0,3191
2026-09-01T10:22:00+00:00,498,141,151,8,3260
2026-09-01T10:23:00+00:00,544,139,140,0,3165
2026-09-01T10:24:00+00:00,555,135,146,1,3171
2026-09-01T10:25:00+00:00,533,180,163,6,3229
2026-09-01T10:26:00+00:00,558,125,132,8,3214
2026-09-01T10:27:00+00:00,553,128,153,0,3201
2026-09-01T10:28:00+00:00,496,147,148,0,3170
2026-09-01T10:29:00+00:00,499,141,146,2,3202
2026-09-01T10:30:00+00:00,494,133,147,0,3180
2026-09-01T10:31:00+00:00,563,109,122,2,3207
2026-09-01T10:32:00+00:00,544,131,132,0,3248
2026-09-01T10:33:00+00:00,497,144,122,0,3176
2026-09-01T10:34:00+00:00,498,171,182,4,3253
2026-09-01T10:35:00+00:00,500,140,147,6,3198
2026-09-01T10:36:00+00:00,498,130,118,0,3219
2026-09-01T10:37:00+00:00,559,139,136,0,3196
2026-09-01T10:38:00+00:00,496,154,158,1,3235
2026-09-01T10:39:00+00:00,568,152,138,0,3196
2026-09-01T10:40:00+00:00,559,161,177,0,3176
2026-09-01T10:41:00+00:00,551,154,172,2,3229
2026-09-01T10:42:00+00:00,563,177,158,0,3202
2026-09-01T10:43:00+00:00,498,135,136,2,3195
2026-09-01T10:44:00+00:00,497,157,181,0,3144
2026-09-01T10:45:00+00:00,497,142,138,2,3200
2026-09-01T10:46:00+00:00,558,142,139,0,3206
2026-09-01T10:47:00+00:00,497,139,127,9,3197
2026-09-01T10:48:00+00:00,572,134,145,0,3197
2026-09-01T10:49:00+00:00,572,124,110,2,3187
2026-09-01T10:50:00+00:00,500,137,129,3,3182
2026-09-01T10:51:00+00:00,568,159,165,2,3161
2026-09-01T10:52:00+00:00,496,158,139,2,3185
2026-09-01T10:53:00+00:00,501,166,180,2,3217
2026-09-01T10:54:00+00:00,550,113,116,0,3184
2026-09-01T10:55:00+00:00,559,165,178,3,3172
2026-09-01T10:56:00+00:00,498,142,168,0,3171
2026-09-01T10:57:00+00:00,500,160,172,0,3148
2026-09-01T10:58:00+00:00,498,166,174,0,3204
2026-09-01T10:59:00+00:00,550,129,146,0,3188
2026-09-01T11:00:00+00:00,496,143,133,5,3208
2026-09-01T11:01:00+00:00,560,147,148,0,3213
2026-09-01T11:02:00+00:00,578,125,144,9,3162
2026-09-01T11:03:00+00:00,554,120,149,2,3162
2026-09-01T11:04:00+00:00,553,142,164,2,3191
2026-09-01T11:05:00+00:00,497,173,194,0,3179
2026-09-01T11:06:00+00:00,568,147,159,0,3179
2026-09-01T11:07:00+00:00,497,136,118,0,3195
2026-09-01T11:08:00+00:00,564,163,182,1,3175
2026-09-01T11:09:00+00:00,582,140,137,0,3196
2026-09-01T11:10:00+00:00,499,160,150,4,3146
2026-09-01T11:11:00+00:00,557,146,144,3,3148
2026-09-01T11:12:00+00:00,567,153,146,1,3188
2026-09-01T11:13:00+00:00,497,154,156,0,3198
2026-09-01T11:14:00+00:00,575,155,160,2,3234
2026-09-01T11:15:00+00:00,496,134,134,0,3187
2026-09-01T11:16:00+00:00,572,157,149,2,3162
2026-09-01T11:17:00+00:00,494,153,145,4,3172
2026-09-01T11:18:00+00:00,496,113,128,1,3202
2026-09-01T11:19:00+00:00,498,123,138,0,3153
2026-09-01T11:20:00+00:00,572,159,160,4,3194
2026-09-01T11:21:00+00:00,499,138,130,1,3192
2026-09-01T11:22:00+00:00,553,153,155,0,3153
2026-09-01T11:23:00+00:00,495,140,170,2,3183
2026-09-01T11:24:00+00:00,558,124,112,0,3219
2026-09-01T11:25:00+00:00,499,159,156,0,3165
2026-09-01T11:26:00+00:00,562,119,133,0,3194
2026-09-01T11:27:00+00:00,551,164,169,7,3162
2026-09-01T11:28:00+00:00,583,132,135,0,3155
2026-09-01T11:29:00+00:00,498,142,137,2,3135
2026-09-01T11:30:00+00:00,574,142,135,0,3176
2026-09-01T11:31:00+00:00,499,164,154,0,3139
2026-09-01T11:32:00+00:00,496,137,116,1,3147
2026-09-01T11:33:00+00:00,498,118,120,0,3187
2026-09-01T11:34:00+00:00,500,140,137,0,3161
2026-09-01T11:35:00+00:00,496,109,147,0,3176
2026-09-01T11:36:00+00:00,499,143,144,0,3121
2026-09-01T11:37:00+00:00,558,129,114,0,3175
2026-09-01T11:38:00+00:00,593,148,180,0,3138
2026-09-01T11:39:00+00:00,497,153,150,0,3127
2026-09-01T11:40:00+00:00,499,111,136,0,3124
2026-09-01T11:41:00+00:00,501,180,173,1,3141
2026-09-01T11:42:00+00:00,501,117,99,0,3176
2026-09-01T11:43:00+00:00,596,134,145,0,3130
2026-09-01T11:44:00+00:00,570,144,149,9,3167
2026-09-01T11:45:00+00:00,590,130,126,1,3116
2026-09-01T11:46:00+00:00,599,162,159,0,3066
2026-09-01T11:47:00+00:00,556,170,174,0,3115
2026-09-01T11:48:00+00:00,579,151,150,6,3114
2026-09-01T11:49:00+00:00,497,126,163,2,3163
