created_at,pm25_ugm3,pm10_ugm3,co_ugm3,no2_ugm3,o3_ugm3,temperature,humidity
2026-08-31T03:21:00+00:00,21.71,24.95,2593.95,0.0,19.63,31.8,62.92
2026-08-31T03:22:00+00:00,15.72,16.51,2563.9,0.0,21.05,35.06,61.47
2026-08-31T03:23:00+00:00,11.89,15.74,2862.39,0.0,20.55,33.16,65.78
2026-08-31T03:24:00+00:00,15.99,19.41,2409.27,0.0,19.63,32.78,68.47
2026-08-31T03:25:00+00:00,17.07,19.51,2618.87,0.0,19.63,32.46,67.06
2026-08-31T03:26:00+00:00,13.53,14.99,2608.39,0.0,19.63,33.56,64.06
2026-08-31T03:27:00+00:00,17.68,16.44,2584.36,0.0,19.63,31.26,68.18
2026-08-31T03:28:00+00:00,17.74,19.2,2624.68,0.0,20.14,31.15,66.73
2026-08-31T03:29:00+00:00,10.92,17.18,2706.81,0.0,19.63,32.68,68.4
2026-08-31T03:30:00+00:00,13.98,13.26,2686.18,0.0,20.09,32.28,70.04
2026-08-31T03:31:00+00:00,8.0,10.05,2512.81,0.0,20.9,32.4,72.22
2026-08-31T03:32:00+00:00,17.03,21.36,2629.43,0.0,19.63,34.01,62.62
2026-08-31T03:33:00+00:00,17.77,19.27,2615.93,0.0,19.63,33.1,63.13
2026-08-31T03:34:00+00:00,11.41,11.36,2665.62,0.0,19.63,32.28,64.92
2026-08-31T03:35:00+00:00,13.87,16.76,2760.82,0.0,20.5,32.68,63.06
2026-08-31T03:36:00+00:00,12.21,13.52,2571.38,0.0,19.63,33.48,68.4
2026-08-31T03:37:00+00:00,18.83,20.53,2724.1,0.0,19.63,31.73,69.37
2026-08-31T03:38:00+00:00,16.29,15.45,2749.27,0.0,20.97,32.61,70.52
2026-08-31T03:39:00+00:00,20.37,23.16,2501.37,1.11,19.63,33.58,63.18
2026-08-31T03:40:00+00:00,13.22,17.52,2506.14,0.0,19.63,32.72,67.07
2026-08-31T03:41:00+00:00,16.41,18.66,2613.3,0.0,19.63,33.69,65.89
2026-08-31T03:42:00+00:00,14.94,13.82,2661.77,0.0,20.52,33.25,71.9
2026-08-31T03:43:00+00:00,19.37,20.69,2852.39,0.0,20.21,33.51,69.92
2026-08-31T03:44:00+00:00,12.28,13.22,2839.39,0.0,19.94,33.74,64.24
2026-08-31T03:45:00+00:00,18.32,24.18,2515.62,0.75,20.87,34.08,65.2
2026-08-31T03:46:00+00:00,8.51,7.5,2904.86,0.84,19.63,32.11,67.16
2026-08-31T03:47:00+00:00,18.87,22.85,2752.08,0.0,19.88,32.47,65.16
2026-08-31T03:48:00+00:00,14.54,15.67,2713.17,0.0,20.68,33.34,64.54
2026-08-31T03:49:00+00:00,12.17,13.19,2564.87,0.0,19.63,32.53,69.49
2026-08-31T03:50:00+00:00,15.59,16.46,2697.55,0.58,20.31,31.81,67.91
2026-08-31T03:51:00+00:00,13.01,13.82,2981.35,0.0,19.7,30.81,69.55
2026-08-31T03:52:00+00:00,12.49,13.55,2681.3,0.52,20.92,32.76,63.7
2026-08-31T03:53:00+00:00,8.57,14.58,2730.88,0.0,19.63,33.94,61.49
2026-08-31T03:54:00+00:00,17.46,16.95,3033.83,0.0,20.51,32.4,66.78
2026-08-31T03:55:00+00:00,9.43,9.18,2588.23,0.0,19.63,32.98,67.73
2026-08-31T03:56:00+00:00,13.47,16.52,2777.42,0.0,19.63,32.56,62.1
2026-08-31T03:57:00+00:00,16.44,18.42,2640.47,0.16,19.63,33.73,62.15
2026-08-31T03:58:00+00:00,20.96,21.32,2485.82,0.57,19.63,33.46,63.64
2026-08-31T03:59:00+00:00,11.49,16.33,2960.29,0.0,19.63,34.4,58.92
2026-08-31T04:00:00+00:00,13.19,19.86,2963.85,0.0,19.63,33.06,67.38
2026-08-31T04:01:00+00:00,21.74,22.98,2422.77,0.0,20.63,33.5,63.04
2026-08-31T04:02:00+00:00,22.14,23.0,2812.02,0.0,19.63,34.08,67.11
2026-08-31T04:03:00+00:00,8.48,8.06,2713.01,0.0,20.06,34.32,59.73
2026-08-31T04:04:00+00:00,10.49,11.71,2542.12,0.0,20.55,32.73,68.21
2026-08-31T04:05:00+00:00,14.52,15.88,2590.46,0.0,20.45,33.99,65.92
2026-08-31T04:06:00+00:00,17.49,21.16,2721.4,0.0,20.57,33.95,64.52
2026-08-31T04:07:00+00:00,12.83,16.0,2691.62,0.0,20.0,33.94,62.26
2026-08-31T04:08:00+00:00,15.28,14.68,2541.97,0.0,20.81,31.75,72.16
2026-08-31T04:09:00+00:00,16.45,19.4,2819.8,0.0,20.3,31.76,72.23
2026-08-31T04:10:00+00:00,12.01,20.3,2521.61,0.0,21.03,32.69,68.58
2026-08-31T04:11:00+00:00,19.08,24.79,2776.41,0.0,19.63,33.47,64.19
2026-08-31T04:12:00+00:00,8.33,9.35,2685.1,0.0,20.02,33.05,66.59
2026-08-31T04:13:00+00:00,14.68,25.26,2755.68,0.0,19.63,34.07,60.06
2026-08-31T04:14:00+00:00,18.9,21.57,2596.66,0.0,19.63,32.99,68.48
2026-08-31T04:15:00+00:00,17.29,18.07,2538.05,0.24,19.63,33.7,60.28
2026-08-31T04:16:00+00:00,8.2,12.5,2913.0,0.0,19.79,33.43,66.97
2026-08-31T04:17:00+00:00,15.89,12.85,2848.45,0.0,19.63,33.46,69.06
2026-08-31T04:18:00+00:00,19.15,25.06,2856.71,0.0,19.88,32.26,68.57
2026-08-31T04:19:00+00:00,11.83,16.57,2753.62,0.0,20.64,35.54,58.65
2026-08-31T04:20:00+00:00,14.28,20.7,2555.9,0.0,21.03,34.03,63.09
2026-08-31T04:21:00+00:00,10.61,12.55,2548.4,0.61,19.63,32.33,69.99
2026-08-31T04:22:00+00:00,14.67,21.34,2573.23,0.25,19.63,33.1,72.05
2026-08-31T04:23:00+00:00,14.66,13.09,2430.99,0.0,19.89,33.26,72.02
2026-08-31T04:24:00+00:00,17.21,19.58,2825.92,0.0,19.63,31.92,69.04
2026-08-31T04:25:00+00:00,11.68,12.27,2840.23,0.0,21.12,33.27,63.75
2026-08-31T04:26:00+00:00,22.13,22.85,2821.37,0.12,20.47,33.46,68.04
2026-08-31T04:27:00+00:00,16.74,18.42,2961.12,1.06,19.63,31.81,69.5
2026-08-31T04:28:00+00:00,11.75,16.78,2728.52,0.0,19.63,33.65,62.21
2026-08-31T04:29:00+00:00,13.97,10.1,2453.24,0.0,19.63,33.94,64.1
2026-08-31T04:30:00+00:00,15.45,19.25,2542.72,0.0,20.86,33.3,64.73
2026-08-31T04:31:00+00:00,13.35,14.87,2775.83,0.0,19.77,33.44,69.95
2026-08-31T04:32:00+00:00,14.61,18.49,2280.86,0.0,19.94,32.77,63.84
2026-08-31T04:33:00+00:00,11.03,15.28,2607.0,0.0,20.55,32.94,64.27
2026-08-31T04:34:00+00:00,13.66,17.79,2753.92,0.0,19.63,34.73,58.84
2026-08-31T04:35:00+00:00,13.88,16.33,2518.32,0.41,20.32,32.99,61.73
2026-08-31T04:36:00+00:00,13.63,15.16,2605.14,0.27,20.4,33.89,64.57
2026-08-31T04:37:00+00:00,16.78,19.96,2673.86,0.99,20.88,33.32,64.61
2026-08-31T04:38:00+00:00,20.36,22.74,2831.09,0.0,19.63,33.39,64.7
2026-08-31T04:39:00+00:00,15.15,13.26,2707.05,0.0,20.81,34.58,60.39
2026-08-31T04:40:00+00:00,19.29,19.95,2853.06,0.0,20.86,33.46,63.86
2026-08-31T04:41:00+00:00,15.32,21.26,2814.54,0.0,20.7,33.18,63.5
2026-08-31T04:42:00+00:00,17.18,21.55,2726.57,0.0,19.63,32.89,66.14
2026-08-31T04:43:00+00:00,16.95,19.16,2613.15,0.0,19.63,33.81,69.92
2026-08-31T04:44:00+00:00,8.0,10.42,2905.18,0.0,19.63,33.38,67.53
2026-08-31T04:45:00+00:00,10.54,10.52,2712.84,0.03,19.71,34.24,60.11
2026-08-31T04:46:00+00:00,12.2,14.53,2804.11,0.0,19.63,34.05,58.17
2026-08-31T04:47:00+00:00,13.84,16.3,2480.73,0.0,20.71,33.13,64.15
2026-08-31T04:48:00+00:00,17.81,23.82,2728.76,0.0,20.11,33.53,61.51
2026-08-31T04:49:00+00:00,19.03,20.91,2892.33,0.0,19.63,31.75,68.22
2026-08-31T04:50:00+00:00,20.97,20.82,2474.25,0.0,19.63,34.1,60.93
2026-08-31T04:51:00+00:00,15.02,23.84,2782.09,0.0,20.19,32.96,65.42
2026-08-31T04:52:00+00:00,15.73,20.74,2835.08,0.0,19.63,34.06,71.17
2026-08-31T04:53:00+00:00,21.91,23.26,2370.53,0.0,19.64,34.05,64.74
2026-08-31T04:54:00+00:00,12.7,15.97,2764.56,0.0,19.96,32.48,66.69
2026-08-31T04:55:00+00:00,20.92,24.6,2709.92,0.0,19.63,34.2,64.45
2026-08-31T04:56:00+00:00,21.13,25.95,2512.02,0.01,19.63,33.21,65.79
2026-08-31T04:57:00+00:00,17.23,21.78,2536.57,0.0,19.63,33.92,66.87
2026-08-31T04:58:00+00:00,12.45,16.14,2656.48,0.0,19.63,34.26,62.45
2026-08-31T04:59:00+00:00,13.89,15.5,2656.9,0.0,19.63,34.84,64.39
2026-08-31T05:00:00+00:00,12.12,15.83,2755.42,0.0,21.07,33.4,64.59
2026-08-31T05:01:00+00:00,10.68,10.61,2699.91,1.03,20.36,33.35,67.11
2026-08-31T05:02:00+00:00,10.49,11.77,2593.99,0.0,20.7,34.51,66.8
2026-08-31T05:03:00+00:00,11.89,10.96,2846.29,0.0,21.11,34.81,62.97
2026-08-31T05:04:00+00:00,16.13,19.97,2693.7,0.0,19.63,33.43,61.5
2026-08-31T05:05:00+00:00,21.48,23.9,2635.14,0.0,19.63,33.68,62.32
2026-08-31T05:06:00+00:00,19.48,25.13,2337.09,0.35,19.63,34.39,63.35
2026-08-31T05:07:00+00:00,16.12,19.07,2532.68,0.0,19.63,33.78,65.65
2026-08-31T05:08:00+00:00,8.9,12.29,2499.8,0.19,20.96,33.13,70.4
2026-08-31T05:09:00+00:00,18.99,21.2,2715.17,0.63,21.08,35.68,58.54
2026-08-31T05:10:00+00:00,16.27,17.6,2869.11,0.0,21.1,33.32,71.13
2026-08-31T05:11:00+00:00,14.89,18.54,2883.28,0.82,19.63,33.32,64.79
2026-08-31T05:12:00+00:00,12.47,20.73,2796.24,0.0,19.76,32.61,64.24
2026-08-31T05:13:00+00:00,15.67,16.56,2857.08,0.0,19.9,34.18,66.88
2026-08-31T05:14:00+00:00,14.32,15.64,2839.64,0.0,19.63,33.23,66.55
2026-08-31T05:15:00+00:00,17.43,24.76,3011.89,0.94,21.09,33.18,71.8
2026-08-31T05:16:00+00:00,15.28,16.74,2458.38,0.0,19.63,33.25,65.92
2026-08-31T05:17:00+00:00,15.0,19.98,2808.99,0.0,20.44,32.97,73.03
2026-08-31T05:18:00+00:00,17.07,18.68,2712.67,0.0,20.49,33.06,67.17
2026-08-31T05:19:00+00:00,13.08,11.21,2429.11,0.0,20.72,33.0,69.24
2026-08-31T05:20:00+00:00,16.28,18.44,2470.77,0.0,19.63,32.97,67.22
2026-08-31T05:21:00+00:00,13.84,13.88,2766.66,0.28,19.63,34.34,64.97
2026-08-31T05:22:00+00:00,10.36,14.3,2809.3,0.0,19.63,34.59,61.07
2026-08-31T05:23:00+00:00,23.25,24.16,2754.31,0.0,20.58,33.6,61.96
2026-08-31T05:24:00+00:00,22.32,23.77,2818.13,0.0,20.62,34.12,61.77
2026-08-31T05:25:00+00:00,14.89,19.22,2670.49,0.76,19.63,34.39,67.06
2026-08-31T05:26:00+00:00,14.45,15.49,2769.66,0.15,19.63,34.81,59.59
2026-08-31T05:27:00+00:00,19.2,19.48,2639.53,0.0,20.38,33.7,63.18
2026-08-31T05:28:00+00:00,14.06,17.1,2629.58,0.0,19.63,31.63,72.66
2026-08-31T05:29:00+00:00,16.67,23.28,2797.54,0.0,20.22,33.7,60.87
2026-08-31T05:30:00+00:00,12.32,17.5,2974.17,0.46,19.91,33.87,68.02
2026-08-31T05:31:00+00:00,18.03,19.5,2606.2,0.0,19.64,34.34,64.08
2026-08-31T05:32:00+00:00,12.01,14.96,2689.97,0.11,21.12,33.59,67.16
2026-08-31T05:33:00+00:00,14.58,17.49,2847.48,0.0,19.63,32.65,67.26
2026-08-31T05:34:00+00:00,13.72,13.43,2761.76,0.51,19.63,34.46,57.92
2026-08-31T05:35:00+00:00,10.02,14.4,2906.06,0.0,19.81,32.53,65.5
2026-08-31T05:36:00+00:00,15.5,21.53,2646.04,0.41,20.72,34.84,60.88
2026-08-31T05:37:00+00:00,15.41,15.03,2575.95,0.0,20.91,35.23,58.77
2026-08-31T05:38:00+00:00,13.94,17.61,2761.62,0.0,19.67,33.88,68.6
2026-08-31T05:39:00+00:00,13.09,15.14,2500.73,0.0,19.63,34.69,63.46
2026-08-31T05:40:00+00:00,16.29,18.02,2756.66,0.68,19.63,35.21,64.15
2026-08-31T05:41:00+00:00,12.72,9.8,2879.32,0.0,19.67,32.33,61.64
2026-08-31T05:42:00+00:00,18.96,21.56,2578.0,0.18,20.89,34.28,63.44
2026-08-31T05:43:00+00:00,10.33,12.21,2673.64,1.0,19.83,33.64,56.81
2026-08-31T05:44:00+00:00,13.61,17.16,2922.45,0.62,20.35,32.53,64.03
2026-08-31T05:45:00+00:00,12.59,15.69,2870.73,0.46,19.82,35.09,60.23
2026-08-31T05:46:00+00:00,12.95,19.67,2722.61,0.0,19.63,34.58,67.37
2026-08-31T05:47:00+00:00,16.06,19.03,2611.01,0.0,19.63,33.42,63.03
2026-08-31T05:48:00+00:00,12.3,17.95,2583.48,0.0,19.91,31.8,65.95
2026-08-31T05:49:00+00:00,17.94,18.02,2689.56,0.0,19.63,34.52,60.1
2026-08-31T05:50:00+00:00,13.66,13.33,2601.38,0.0,19.9,35.52,55.39
2026-08-31T05:51:00+00:00,16.4,18.3,2742.42,0.0,19.63,34.97,58.2
2026-08-31T05:52:00+00:00,15.15,14.78,2506.59,0.6,19.63,33.81,61.34
2026-08-31T05:53:00+00:00,16.5,22.06,2798.86,0.0,20.31,35.3,57.39
2026-08-31T05:54:00+00:00,17.73,22.14,2683.83,0.89,20.12,35.11,55.32
2026-08-31T05:55:00+00:00,16.49,20.66,2538.1,0.0,19.63,34.01,63.12
2026-08-31T05:56:00+00:00,16.54,17.78,2698.23,0.0,20.86,33.38,70.06
2026-08-31T05:57:00+00:00,16.99,21.65,2820.23,0.0,19.63,33.77,61.7
2026-08-31T05:58:00+00:00,12.29,16.57,2659.56,0.0,20.12,33.37,64.78
2026-08-31T05:59:00+00:00,16.43,18.74,2549.92,0.01,19.63,34.29,63.14
2026-08-31T06:00:00+00:00,10.73,13.56,2869.51,0.0,19.63,34.5,61.74
2026-08-31T06:01:00+00:00,15.48,16.01,2667.21,1.06,20.23,33.21,65.64
2026-08-31T06:02:00+00:00,12.46,17.5,2674.65,0.0,19.63,32.76,69.44
2026-08-31T06:03:00+00:00,17.73,20.04,2746.71,0.0,20.75,32.53,67.08
2026-08-31T06:04:00+00:00,15.21,13.31,2749.9,0.0,20.64,34.66,57.73
2026-08-31T06:05:00+00:00,8.33,10.32,2724.93,0.0,20.58,33.0,68.88
2026-08-31T06:06:00+00:00,10.69,14.63,2414.0,0.0,19.63,33.16,65.11
2026-08-31T06:07:00+00:00,18.32,17.0,2542.86,0.0,19.63,34.46,64.69
2026-08-31T06:08:00+00:00,11.63,9.76,2603.62,0.37,20.78,33.69,60.8
2026-08-31T06:09:00+00:00,10.97,15.56,2799.19,0.0,21.06,33.35,66.53
2026-08-31T06:10:00+00:00,16.47,29.75,2879.81,0.0,20.07,35.07,60.86
2026-08-31T06:11:00+00:00,15.0,12.72,2736.27,0.0,19.79,33.66,64.97
2026-08-31T06:12:00+00:00,11.42,10.9,2881.04,0.0,20.93,35.63,65.98
2026-08-31T06:13:00+00:00,12.05,17.33,2735.12,0.0,20.07,32.43,65.65
2026-08-31T06:14:00+00:00,13.02,20.17,2883.48,0.0,19.63,34.12,65.85
2026-08-31T06:15:00+00:00,16.08,19.93,2861.21,0.0,20.08,34.37,62.85
2026-08-31T06:16:00+00:00,13.39,14.19,2723.27,0.96,19.63,33.35,64.95
2026-08-31T06:17:00+00:00,17.84,24.65,2825.95,0.0,20.13,33.73,63.3
2026-08-31T06:18:00+00:00,19.67,18.07,2768.11,0.0,20.04,33.41,61.89
2026-08-31T06:19:00+00:00,17.82,21.35,2535.88,0.12,20.55,33.62,64.7
2026-08-31T06:20:00+00:00,17.89,20.08,2723.75,0.0,19.63,33.43,70.32
2026-08-31T06:21:00+00:00,12.05,14.78,2817.8,0.51,19.63,34.96,62.72
2026-08-31T06:22:00+00:00,12.73,13.13,2759.77,0.21,20.66,33.75,65.46
2026-08-31T06:23:00+00:00,17.37,16.09,2861.31,0.7,20.2,33.17,68.42
2026-08-31T06:24:00+00:00,11.63,14.17,2930.0,0.0,19.69,33.78,67.83
2026-08-31T06:25:00+00:00,17.47,23.4,2779.77,0.0,20.05,34.54,66.8
2026-08-31T06:26:00+00:00,15.71,18.17,2625.91,0.0,20.52,34.11,64.16
2026-08-31T06:27:00+00:00,18.54,22.7,2676.32,0.74,21.08,34.04,68.19
2026-08-31T06:28:00+00:00,14.6,16.08,2599.56,0.0,20.0,33.95,67.02
2026-08-31T06:29:00+00:00,21.53,21.22,2714.37,0.08,20.11,33.1,64.57
2026-08-31T06:30:00+00:00,10.5,15.06,2729.06,0.0,19.63,35.46,60.22
2026-08-31T06:31:00+00:00,14.97,16.12,2857.32,0.0,20.43,34.74,56.73
2026-08-31T06:32:00+00:00,18.76,24.24,2483.64,0.31,20.15,33.51,64.12
2026-08-31T06:33:00+00:00,18.47,20.98,2589.38,0.68,20.13,33.35,67.0
2026-08-31T06:34:00+00:00,17.82,21.13,2564.67,0.0,20.26,34.1,63.42
2026-08-31T06:35:00+00:00,14.39,20.31,2589.88,0.0,19.63,36.1,58.98
2026-08-31T06:36:00+00:00,20.34,25.53,2906.53,0.0,19.79,34.76,58.41
2026-08-31T06:37:00+00:00,14.45,14.31,2586.26,0.0,19.63,35.55,59.29
2026-08-31T06:38:00+00:00,15.27,14.48,2742.14,1.24,20.9,34.55,63.62
2026-08-31T06:39:00+00:00,10.87,12.99,2858.72,0.0,20.45,34.03,58.67
2026-08-31T06:40:00+00:00,15.24,20.55,2820.95,0.0,19.63,33.89,64.0
2026-08-31T06:41:00+00:00,13.8,18.94,2694.07,0.0,19.64,34.09,62.07
2026-08-31T06:42:00+00:00,11.85,8.47,2867.76,0.11,20.33,33.7,60.01
2026-08-31T06:43:00+00:00,17.88,19.94,2649.65,0.0,19.78,34.23,58.7
2026-08-31T06:44:00+00:00,16.85,22.31,2714.07,1.32,19.63,34.21,60.68
2026-08-31T06:45:00+00:00,16.02,17.51,2555.97,0.69,20.55,31.87,73.19
2026-08-31T06:46:00+00:00,9.48,10.76,2869.87,0.31,21.01,34.32,57.66
2026-08-31T06:47:00+00:00,15.86,16.91,2659.0,0.0,20.17,35.8,61.25
2026-08-31T06:48:00+00:00,14.94,14.21,2856.92,0.0,19.67,33.15,64.19
2026-08-31T06:49:00+00:00,15.09,20.32,2648.58,0.0,19.8,35.76,60.2
2026-08-31T06:50:00+00:00,11.38,15.44,2786.63,0.0,20.95,33.45,69.3
2026-08-31T06:51:00+00:00,19.71,24.84,2745.37,0.0,20.07,32.09,69.28
2026-08-31T06:52:00+00:00,21.03,21.86,2726.15,0.0,19.63,33.85,63.35
2026-08-31T06:53:00+00:00,14.93,17.6,2883.1,0.31,21.04,34.25,63.15
2026-08-31T06:54:00+00:00,19.39,20.91,2712.9,0.0,19.63,34.05,64.36
2026-08-31T06:55:00+00:00,14.48,15.2,2820.88,0.0,20.71,33.0,66.37
2026-08-31T06:56:00+00:00,18.84,22.32,2771.96,0.09,19.63,34.07,61.0
2026-08-31T06:57:00+00:00,18.42,21.47,2773.26,0.0,20.9,35.05,60.9
2026-08-31T06:58:00+00:00,18.8,23.31,2795.0,0.46,19.63,34.3,61.62
2026-08-31T06:59:00+00:00,16.72,19.7,2554.26,0.0,20.12,35.07,62.04
2026-08-31T07:00:00+00:00,14.76,15.96,2851.17,0.0,20.66,32.03,72.42
2026-08-31T07:01:00+00:00,13.56,13.39,2703.95,0.35,20.32,35.64,60.02
2026-08-31T07:02:00+00:00,18.54,16.34,2793.75,0.0,19.63,35.78,54.59
2026-08-31T07:03:00+00:00,18.98,20.13,2840.26,0.34,19.63,35.1,68.24
2026-08-31T07:04:00+00:00,13.62,16.43,2793.63,0.0,20.31,35.06,63.64
2026-08-31T07:05:00+00:00,19.29,19.88,2835.35,0.0,20.33,33.95,65.07
2026-08-31T07:06:00+00:00,8.0,7.5,2844.77,0.61,20.72,35.36,56.4
2026-08-31T07:07:00+00:00,13.58,13.53,2823.48,0.0,19.63,34.04,62.3
2026-08-31T07:08:00+00:00,12.96,14.35,2900.33,0.72,20.41,33.53,61.95
2026-08-31T07:09:00+00:00,19.38,22.95,2724.46,1.08,19.68,34.22,61.9
2026-08-31T07:10:00+00:00,20.49,24.68,2536.15,0.0,19.63,34.86,62.41
2026-08-31T07:11:00+00:00,13.55,14.64,2827.76,0.0,20.58,34.58,56.65
2026-08-31T07:12:00+00:00,16.25,15.85,3048.83,0.31,20.43,34.27,62.09
2026-08-31T07:13:00+00:00,15.87,14.8,2936.93,0.0,19.63,32.65,67.98
2026-08-31T07:14:00+00:00,17.52,16.03,2859.82,0.0,20.83,33.05,64.57
2026-08-31T07:15:00+00:00,19.53,19.22,2947.76,0.0,19.63,34.56,59.08
2026-08-31T07:16:00+00:00,14.29,18.93,2822.85,0.0,19.63,36.36,54.61
2026-08-31T07:17:00+00:00,14.37,19.85,2909.34,0.0,19.63,35.33,64.79
2026-08-31T07:18:00+00:00,15.54,13.9,2945.3,1.28,21.0,34.54,58.56
2026-08-31T07:19:00+00:00,14.77,15.98,3003.5,0.0,20.78,34.43,64.28
2026-08-31T07:20:00+00:00,17.79,21.85,3026.0,0.0,19.63,34.72,61.87
2026-08-31T07:21:00+00:00,13.91,15.92,2713.18,0.35,19.63,33.9,65.44
2026-08-31T07:22:00+00:00,15.2,18.96,2768.93,0.0,20.63,34.78,61.87
2026-08-31T07:23:00+00:00,20.12,22.64,2758.02,0.48,19.63,35.03,59.33
2026-08-31T07:24:00+00:00,9.87,15.45,2897.56,0.0,19.63,36.13,58.84
2026-08-31T07:25:00+00:00,17.08,14.93,3066.74,0.19,20.22,34.19,61.21
2026-08-31T07:26:00+00:00,12.19,19.22,2930.18,0.62,19.92,33.68,62.75
2026-08-31T07:27:00+00:00,14.21,20.28,2768.58,0.0,19.95,34.74,56.79
2026-08-31T07:28:00+00:00,17.86,21.1,3017.52,0.0,19.72,34.12,67.09
2026-08-31T07:29:00+00:00,16.32,15.91,2891.55,0.0,19.9,32.51,71.24
2026-08-31T07:30:00+00:00,15.48,11.85,2841.0,0.67,20.96,37.55,56.82
2026-08-31T07:31:00+00:00,14.55,19.74,2917.41,0.0,19.99,33.75,60.53
2026-08-31T07:32:00+00:00,17.56,18.75,2858.46,0.97,19.63,33.37,65.18
2026-08-31T07:33:00+00:00,14.35,17.58,2954.77,0.0,19.88,33.99,61.22
2026-08-31T07:34:00+00:00,15.08,17.98,2759.42,0.0,19.63,34.78,61.48
2026-08-31T07:35:00+00:00,13.2,13.94,2964.97,0.0,19.63,34.77,62.96
2026-08-31T07:36:00+00:00,17.95,18.94,2754.16,0.0,19.63,34.2,68.12
2026-08-31T07:37:00+00:00,12.07,14.24,2786.8,0.89,19.63,33.96,67.32
2026-08-31T07:38:00+00:00,16.03,15.95,2926.95,0.0,20.0,33.87,61.73
2026-08-31T07:39:00+00:00,15.53,14.01,2913.6,0.0,19.63,35.5,60.87
2026-08-31T07:40:00+00:00,13.7,16.36,3121.26,0.0,19.67,33.91,62.53
2026-08-31T07:41:00+00:00,16.69,15.21,2878.47,0.0,20.11,34.27,62.07
2026-08-31T07:42:00+00:00,17.76,23.85,3168.58,0.0,19.63,35.1,61.29
2026-08-31T07:43:00+00:00,14.12,20.14,3051.16,0.0,19.98,35.13,62.38
2026-08-31T07:44:00+00:00,13.08,15.64,3122.37,0.0,20.42,34.99,62.56
2026-08-31T07:45:00+00:00,11.33,16.05,3158.44,0.0,20.19,36.17,58.41
2026-08-31T07:46:00+00:00,13.25,11.85,2856.85,0.02,19.69,34.62,63.67
2026-08-31T07:47:00+00:00,15.23,15.37,2966.79,0.0,19.63,36.29,54.34
2026-08-31T07:48:00+00:00,11.62,14.61,2895.05,0.35,20.89,33.53,70.72
2026-08-31T07:49:00+00:00,17.81,22.58,3173.57,0.0,19.92,33.97,65.53
2026-08-31T07:50:00+00:00,19.38,24.84,2865.05,0.0,20.25,36.78,56.73
2026-08-31T07:51:00+00:00,20.02,22.63,2941.13,0.0,20.17,36.5,54.98
2026-08-31T07:52:00+00:00,15.64,16.96,2928.25,0.0,20.58,33.44,64.99
2026-08-31T07:53:00+00:00,14.14,17.01,2991.45,0.0,20.21,34.66,65.59
2026-08-31T07:54:00+00:00,14.92,19.47,2932.14,0.0,20.46,34.78,61.34
2026-08-31T07:55:00+00:00,16.55,16.16,2891.03,0.0,20.43,34.65,64.88
2026-08-31T07:56:00+00:00,16.03,21.86,3003.39,0.0,20.26,36.12,54.35
2026-08-31T07:57:00+00:00,19.09,25.25,2946.61,0.0,20.34,34.34,58.8
2026-08-31T07:58:00+00:00,16.13,19.02,3415.98,1.06,21.02,35.07,58.74
2026-08-31T07:59:00+00:00,17.95,16.1,3010.17,0.0,21.16,33.82,63.62
2026-08-31T08:00:00+00:00,11.16,8.42,3075.79,0.0,20.4,33.48,60.82
2026-08-31T08:01:00+00:00,18.98,23.93,3190.93,0.0,21.71,33.9,62.8
2026-08-31T08:02:00+00:00,12.03,13.75,2764.63,0.0,21.64,33.55,64.35
2026-08-31T08:03:00+00:00,19.77,17.43,3172.96,0.0,20.51,35.59,60.39
2026-08-31T08:04:00+00:00,14.78,14.63,3199.38,0.0,19.9,33.59,60.35
2026-08-31T08:05:00+00:00,12.27,12.67,2862.68,0.0,21.45,34.18,58.51
2026-08-31T08:06:00+00:00,12.19,14.1,2923.67,0.0,22.41,35.66,60.01
2026-08-31T08:07:00+00:00,16.13,16.99,2691.93,0.0,20.58,36.1,58.78
2026-08-31T08:08:00+00:00,13.59,10.53,3118.63,0.63,22.33,34.05,70.49
2026-08-31T08:09:00+00:00,14.15,13.8,3036.73,0.0,21.83,35.89,52.84
2026-08-31T08:10:00+00:00,12.65,9.38,3029.55,0.0,22.82,36.46,55.16
2026-08-31T08:11:00+00:00,14.05,16.89,3264.2,0.35,23.46,34.22,63.4
2026-08-31T08:12:00+00:00,18.31,19.96,2898.26,0.0,22.13,34.79,60.52
2026-08-31T08:13:00+00:00,13.11,15.12,3166.84,0.0,23.62,34.47,61.74
2026-08-31T08:14:00+00:00,16.5,17.38,3087.45,0.0,20.06,35.69,60.3
2026-08-31T08:15:00+00:00,21.35,25.43,3263.54,0.0,24.2,34.09,61.88
2026-08-31T08:16:00+00:00,13.38,13.19,3237.4,0.0,23.87,34.06,65.37
2026-08-31T08:17:00+00:00,15.07,23.29,3047.99,0.0,20.42,35.51,64.21
2026-08-31T08:18:00+00:00,14.66,20.31,3282.93,0.0,22.61,34.88,56.7
2026-08-31T08:19:00+00:00,20.29,21.16,3019.08,0.0,20.64,34.53,66.74
2026-08-31T08:20:00+00:00,16.83,15.23,3044.24,0.0,24.65,34.84,67.72
2026-08-31T08:21:00+00:00,15.28,14.97,3252.87,0.0,23.8,34.25,63.88
2026-08-31T08:22:00+00:00,16.81,21.05,3149.18,0.23,20.6,35.08,68.8
2026-08-31T08:23:00+00:00,13.52,14.28,3280.53,0.0,20.32,34.29,64.45
