created_at,pm25_ugm3_24h,pm10_ugm3_24h,co_ugm3_24h,no2_ugm3_24h,o3_ugm3_24h,pm25_ispu,pm10_ispu,co_ispu,no2_ispu,o3_ispu,ispu_total,dominant_pollutant,ispu_category
2026-09-01 11:57:00+00:00,16.244694444444445,18.469666666666665,2979.5725486111114,0.13717361111111112,26.964111111111112,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 11:58:00+00:00,16.242798611111112,18.46779861111111,2979.7471875,0.13717361111111112,26.995256944444442,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 11:59:00+00:00,16.243715277777774,18.469611111111114,2979.6517499999995,0.13717361111111112,26.994222222222216,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:00:00+00:00,16.244395833333332,18.467875,2979.3863611111115,0.13717361111111112,26.964034722222223,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:01:00+00:00,16.241472222222225,18.467708333333334,2979.201986111111,0.13698611111111111,26.964291666666664,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:02:00+00:00,16.243347222222223,18.46992361111111,2979.2563194444447,0.13698611111111111,26.965090277777776,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:03:00+00:00,16.244354166666668,18.473381944444444,2979.3150694444444,0.13753472222222224,26.93222222222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:04:00+00:00,16.242368055555556,18.46625,2979.3715486111105,0.1373402777777778,26.93148611111111,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:05:00+00:00,16.24535416666667,18.46536111111111,2979.7444375,0.1373402777777778,26.912840277777775,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:06:00+00:00,16.248652777777775,18.464069444444444,2979.811354166666,0.1373402777777778,26.87465972222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:07:00+00:00,16.246916666666664,18.462437500000004,2979.8312430555557,0.1384027777777778,26.91078472222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:08:00+00:00,16.241701388888888,18.45757638888889,2979.661868055556,0.1384027777777778,26.910458333333338,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:09:00+00:00,16.239291666666666,18.452187499999997,2979.572215277778,0.13900694444444445,26.912694444444444,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:10:00+00:00,16.240256944444447,18.453368055555554,2979.6103055555554,0.13947222222222222,26.913243055555554,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:11:00+00:00,16.239395833333333,18.457173611111113,2979.4429027777774,0.13965277777777776,26.913541666666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:12:00+00:00,16.239451388888888,18.45722222222222,2979.3266041666666,0.13965277777777776,26.913666666666668,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:13:00+00:00,16.239395833333333,18.456034722222224,2979.539722222222,0.13965277777777776,26.91345833333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:14:00+00:00,16.2374375,18.452541666666665,2979.721402777778,0.13909027777777777,26.913631944444443,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:15:00+00:00,16.241965277777776,18.4591875,2979.8548819444445,0.13909027777777777,26.898368055555558,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:16:00+00:00,16.24403472222222,18.459979166666667,2979.8700555555556,0.13909027777777777,26.865125000000003,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:17:00+00:00,16.24659722222222,18.459645833333333,2980.1264027777775,0.13904166666666667,26.868645833333332,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:18:00+00:00,16.25113194444444,18.466534722222224,2980.2614999999996,0.13904166666666667,26.842569444444443,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:19:00+00:00,16.25063888888889,18.465694444444445,2980.3176041666666,0.13904166666666667,26.847381944444447,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:20:00+00:00,16.250243055555554,18.464583333333334,2980.1841944444445,0.13904166666666667,26.848340277777773,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:21:00+00:00,16.2516875,18.464673611111113,2980.385048611111,0.13904166666666667,26.811055555555555,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:22:00+00:00,16.252493055555554,18.46232638888889,2980.362715277778,0.13904166666666667,26.809458333333332,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:23:00+00:00,16.24888888888889,18.462243055555554,2980.516618055555,0.13904166666666667,26.809465277777775,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:24:00+00:00,16.248763888888888,18.46342361111111,2980.381895833333,0.13899999999999998,26.851381944444448,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:25:00+00:00,16.2488125,18.46382638888889,2980.216305555555,0.13855555555555557,26.852409722222223,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:26:00+00:00,16.249312500000002,18.459118055555557,2980.1236805555554,0.13855555555555557,26.86940972222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:27:00+00:00,16.2505625,18.463131944444445,2980.1482569444447,0.1387013888888889,26.869361111111115,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:28:00+00:00,16.246048611111114,18.455895833333333,2980.0890555555557,0.1387013888888889,26.879451388888885,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:29:00+00:00,16.24376388888889,18.449986111111112,2980.002986111111,0.13922916666666668,26.923145833333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:30:00+00:00,16.24359722222222,18.449534722222225,2979.8584930555558,0.13922916666666668,26.949381944444443,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:31:00+00:00,16.241125,18.447381944444444,2979.8061527777772,0.1391388888888889,26.97684027777778,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:32:00+00:00,16.246291666666668,18.452381944444443,2979.7110069444448,0.13910416666666667,26.976263888888887,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:33:00+00:00,16.24490972222222,18.449493055555557,2979.6803819444444,0.13910416666666667,26.976249999999997,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:34:00+00:00,16.245645833333334,18.446090277777778,2979.9417222222214,0.13881944444444444,27.003715277777776,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:35:00+00:00,16.239319444444444,18.43870833333333,2980.090923611111,0.13881944444444444,27.003895833333335,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:36:00+00:00,16.236569444444445,18.434493055555553,2980.144729166667,0.13881944444444444,27.006868055555554,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:37:00+00:00,16.23284027777778,18.43379861111111,2980.155951388889,0.13881944444444444,27.00660416666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:38:00+00:00,16.233208333333334,18.437416666666667,2980.307138888889,0.13844444444444443,27.033166666666666,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:39:00+00:00,16.23442361111111,18.436541666666667,2980.2067430555553,0.13844444444444443,27.033520833333338,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:40:00+00:00,16.233972222222224,18.438430555555556,2980.1820833333336,0.13844444444444443,26.99070138888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:41:00+00:00,16.23623611111111,18.445708333333332,2979.906590277778,0.13844444444444443,27.01817361111111,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:42:00+00:00,16.240291666666664,18.453569444444447,2979.753354166666,0.13891666666666666,27.01764583333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:43:00+00:00,16.240375,18.45097222222222,2979.739805555556,0.13891666666666666,26.97476388888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:44:00+00:00,16.23640277777778,18.451805555555556,2979.6463541666667,0.13891666666666666,26.96982638888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:45:00+00:00,16.236326388888887,18.455520833333335,2979.6899305555557,0.13891666666666666,26.969784722222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:46:00+00:00,16.229902777777777,18.447902777777777,2979.7609375,0.13861805555555554,27.001291666666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:47:00+00:00,16.230381944444446,18.448833333333333,2979.7937430555558,0.13861805555555554,27.043437499999996,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:48:00+00:00,16.23065972222222,18.452020833333332,2979.8402986111114,0.13877083333333332,27.035624999999996,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:49:00+00:00,16.230729166666666,18.45142361111111,2979.779048611111,0.13852777777777778,26.998770833333335,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:50:00+00:00,16.228090277777774,18.448944444444443,2979.8937083333335,0.13852777777777778,26.99888888888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:51:00+00:00,16.224770833333334,18.448868055555554,2979.9117638888883,0.13881249999999998,26.964090277777775,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:52:00+00:00,16.22451388888889,18.452590277777777,2979.9014166666666,0.13834722222222223,26.994819444444445,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:53:00+00:00,16.226180555555555,18.448159722222222,2980.003152777778,0.13834722222222223,26.9578125,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:54:00+00:00,16.230006944444444,18.453069444444445,2979.922486111111,0.1382013888888889,27.00433333333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:55:00+00:00,16.227069444444446,18.44776388888889,2980.0116111111115,0.13818055555555556,26.972256944444442,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:56:00+00:00,16.22640277777778,18.443055555555556,2980.088055555556,0.13818055555555556,26.98272222222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:57:00+00:00,16.224451388888887,18.439444444444447,2980.170965277777,0.13818055555555556,26.982666666666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:58:00+00:00,16.224597222222222,18.437993055555555,2980.3262847222218,0.13818055555555556,27.021458333333335,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 12:59:00+00:00,16.223715277777778,18.43402083333333,2980.4197986111108,0.13820833333333332,27.06370833333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:00:00+00:00,16.221659722222224,18.431854166666668,2980.4962500000006,0.1380486111111111,27.024250000000002,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:01:00+00:00,16.22120138888889,18.42789583333333,2980.5996319444444,0.1380486111111111,26.995124999999998,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:02:00+00:00,16.22215277777778,18.42913888888889,2980.391763888889,0.1380486111111111,26.99465277777778,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:03:00+00:00,16.220854166666665,18.422805555555556,2980.4195555555557,0.13761805555555554,26.9940625,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:04:00+00:00,16.22029861111111,18.424645833333333,2980.787916666667,0.13761805555555554,26.947402777777775,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:05:00+00:00,16.218930555555556,18.42626388888889,2980.688361111111,0.13761805555555554,26.961069444444448,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:06:00+00:00,16.218666666666667,18.431194444444447,2980.7467291666667,0.13761805555555554,26.950256944444448,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:07:00+00:00,16.220270833333334,18.433493055555555,2980.7447916666665,0.13761805555555554,26.95247222222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:08:00+00:00,16.21728472222222,18.425486111111113,2980.495486111111,0.13808333333333334,26.924805555555558,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:09:00+00:00,16.219708333333333,18.426972222222222,2980.6110972222227,0.13808333333333334,26.965777777777777,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:10:00+00:00,16.225465277777776,18.430416666666666,2980.817694444445,0.13808333333333334,26.97022222222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:11:00+00:00,16.224166666666665,18.425583333333332,2980.8125138888886,0.13808333333333334,27.015868055555554,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:12:00+00:00,16.227562499999998,18.429555555555556,2980.548506944445,0.13835416666666667,27.016069444444444,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:13:00+00:00,16.225486111111113,18.429486111111114,2980.602277777778,0.13883333333333334,27.01595138888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:14:00+00:00,16.22486111111111,18.433458333333334,2980.5329791666663,0.13883333333333334,27.015513888888886,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:15:00+00:00,16.22484722222222,18.433972222222224,2980.3149652777784,0.13883333333333334,26.986326388888887,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:16:00+00:00,16.22904861111111,18.44184027777778,2980.1648819444445,0.13883333333333334,26.98551388888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:17:00+00:00,16.22675,18.436743055555556,2980.1613680555556,0.13883333333333334,27.032798611111108,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:18:00+00:00,16.2251875,18.437659722222225,2980.246673611111,0.1380138888888889,27.033458333333332,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:19:00+00:00,16.220208333333332,18.43479166666667,2980.4382916666664,0.1380138888888889,27.065881944444445,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:20:00+00:00,16.2175625,18.436229166666667,2980.172159722222,0.1380138888888889,27.06603472222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:21:00+00:00,16.21840277777778,18.439055555555555,2980.04825,0.1380138888888889,27.066034722222224,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:22:00+00:00,16.219833333333334,18.44496527777778,2980.1892152777777,0.1380138888888889,27.065833333333334,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:23:00+00:00,16.221152777777778,18.45036111111111,2980.167736111111,0.13759722222222223,27.06561805555556,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:24:00+00:00,16.219131944444445,18.442493055555556,2980.2266250000007,0.1382847222222222,27.06581944444445,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:25:00+00:00,16.213430555555554,18.436493055555555,2980.068909722222,0.1382847222222222,27.04915972222222,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:26:00+00:00,16.209923611111112,18.435006944444446,2980.152104166667,0.1382847222222222,27.011631944444446,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:27:00+00:00,16.21198611111111,18.434541666666664,2980.0756944444443,0.1382847222222222,26.965340277777777,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:28:00+00:00,16.208805555555557,18.429180555555554,2980.016618055556,0.1382847222222222,26.96588194444444,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:29:00+00:00,16.208319444444445,18.430868055555557,2979.837645833333,0.13797916666666665,26.92542361111111,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:30:00+00:00,16.207520833333334,18.426486111111114,2979.8161388888884,0.13797916666666665,26.951631944444443,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:31:00+00:00,16.209284722222222,18.430375,2979.664263888889,0.13797916666666665,26.903930555555554,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:32:00+00:00,16.209680555555558,18.43609027777778,2979.721236111111,0.1390486111111111,26.934,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:33:00+00:00,16.208847222222225,18.43367361111111,2979.7817083333334,0.1390486111111111,26.923805555555553,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:34:00+00:00,16.208180555555554,18.433395833333332,2979.7056805555553,0.1390486111111111,26.92352083333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:35:00+00:00,16.210354166666665,18.43715277777778,2979.671388888889,0.13883333333333334,26.959902777777778,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:36:00+00:00,16.20679861111111,18.432624999999998,2979.6733194444446,0.13883333333333334,26.93071527777778,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:37:00+00:00,16.207076388888886,18.433444444444444,2979.454222222222,0.13883333333333334,26.900520833333335,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:38:00+00:00,16.207604166666666,18.438159722222224,2979.538597222222,0.13883333333333334,26.900722222222218,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:39:00+00:00,16.205368055555557,18.434937499999997,2979.487666666666,0.13883333333333334,26.863972222222223,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:40:00+00:00,16.205701388888887,18.44034027777778,2979.5648333333334,0.13931944444444444,26.90722916666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:41:00+00:00,16.2016875,18.431993055555555,2979.3682638888886,0.13931944444444444,26.869194444444442,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:42:00+00:00,16.200708333333335,18.431770833333335,2979.4997083333333,0.13902777777777778,26.868888888888886,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:43:00+00:00,16.198923611111113,18.432590277777777,2979.269902777778,0.13902777777777778,26.825611111111108,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:44:00+00:00,16.19619444444444,18.431256944444442,2979.294875,0.13977777777777778,26.786208333333335,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:45:00+00:00,16.198743055555553,18.43435416666667,2979.3427222222217,0.14019444444444445,26.740291666666664,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:46:00+00:00,16.19710416666667,18.432715277777778,2979.2151319444447,0.13872222222222225,26.775256944444447,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:47:00+00:00,16.20213888888889,18.436083333333332,2979.3599027777777,0.13872222222222225,26.775534722222226,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:48:00+00:00,16.201604166666666,18.436104166666667,2979.1217569444443,0.13872222222222225,26.814958333333333,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:49:00+00:00,16.204618055555557,18.44154861111111,2979.159347222222,0.13872222222222225,26.815284722222223,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:50:00+00:00,16.209645833333333,18.44251388888889,2979.1148749999998,0.13872222222222225,26.818673611111112,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:51:00+00:00,16.206958333333333,18.440326388888888,2979.0117291666666,0.13872222222222225,26.815270833333336,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:52:00+00:00,16.203465277777777,18.436326388888887,2979.2298402777774,0.13872222222222225,26.815111111111108,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:53:00+00:00,16.205819444444444,18.43765972222222,2979.184402777778,0.13866666666666666,26.857256944444448,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:54:00+00:00,16.212534722222223,18.44659722222222,2979.1760972222214,0.13866666666666666,26.864152777777775,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:55:00+00:00,16.206131944444447,18.437166666666666,2979.202555555556,0.13866666666666666,26.89410416666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:56:00+00:00,16.203631944444446,18.432569444444443,2979.1676180555555,0.13866666666666666,26.932868055555556,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:57:00+00:00,16.20553472222222,18.431930555555557,2979.2394861111115,0.13853472222222224,26.894416666666665,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:58:00+00:00,16.20484722222222,18.42934027777778,2979.3325555555557,0.13882638888888887,26.853222222222225,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 13:59:00+00:00,16.203069444444445,18.42795138888889,2979.2601805555555,0.13876388888888888,26.853340277777775,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:00:00+00:00,16.2048125,18.431340277777775,2979.258472222222,0.13876388888888888,26.836333333333332,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:01:00+00:00,16.207180555555556,18.429555555555556,2979.405298611111,0.137875,26.791298611111113,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:02:00+00:00,16.2109375,18.434895833333332,2979.482993055556,0.137875,26.752680555555557,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:03:00+00:00,16.210638888888887,18.436319444444443,2979.5213541666667,0.1370138888888889,26.710291666666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:04:00+00:00,16.209736111111113,18.434618055555557,2979.2787569444445,0.1370138888888889,26.67288888888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:05:00+00:00,16.210875,18.434493055555556,2979.052111111111,0.1366388888888889,26.640708333333336,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:06:00+00:00,16.214131944444446,18.435229166666666,2978.934201388889,0.1366388888888889,26.64068055555555,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:07:00+00:00,16.21259722222222,18.4363125,2979.0514166666667,0.13684722222222223,26.67160416666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:08:00+00:00,16.213833333333334,18.436006944444443,2978.940625,0.13684722222222223,26.668034722222217,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:09:00+00:00,16.212930555555555,18.437444444444445,2978.858868055556,0.13709027777777777,26.694868055555556,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:10:00+00:00,16.213673611111112,18.436840277777776,2978.8565972222223,0.13709027777777777,26.67613888888889,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:11:00+00:00,16.214861111111112,18.434541666666664,2978.8675000000003,0.13709027777777777,26.676881944444442,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:12:00+00:00,16.21384722222222,18.432784722222223,2979.022722222222,0.13691666666666666,26.690284722222223,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:13:00+00:00,16.214291666666668,18.432805555555557,2978.8365763888887,0.13691666666666666,26.690798611111113,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:14:00+00:00,16.21276388888889,18.427270833333335,2979.0480138888893,0.13691666666666666,26.691041666666667,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:15:00+00:00,16.213638888888887,18.42420138888889,2978.9602013888884,0.13691666666666666,26.731736111111108,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:16:00+00:00,16.21057638888889,18.424374999999998,2978.9040208333336,0.1367013888888889,26.763847222222218,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:17:00+00:00,16.211333333333332,18.422604166666666,2978.902173611111,0.1367986111111111,26.718125,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:18:00+00:00,16.21044444444444,18.418319444444446,2979.1072083333333,0.1373263888888889,26.686583333333335,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:19:00+00:00,16.20667361111111,18.410298611111113,2979.292430555556,0.1373263888888889,26.68649305555555,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:20:00+00:00,16.203666666666667,18.405833333333334,2979.2457361111115,0.13658333333333333,26.72298611111111,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:21:00+00:00,16.20535416666667,18.416027777777778,2979.105097222222,0.1369236111111111,26.749812499999997,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:22:00+00:00,16.207652777777778,18.420909722222223,2979.1737152777782,0.1369236111111111,26.754541666666668,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:23:00+00:00,16.205868055555555,18.42357638888889,2979.1826249999995,0.1369236111111111,26.717604166666664,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:24:00+00:00,16.210173611111113,18.429381944444444,2979.0387986111114,0.1369236111111111,26.678756944444448,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
2026-09-01 14:25:00+00:00,16.210965277777778,18.425361111111112,2978.7842847222223,0.13727083333333331,26.678986111111108,51.0,18.0,37.0,0.0,11.0,51.0,PM2.5,Sedang
