created_at,pm25_ugm3,pm10_ugm3,co_ugm3,no2_ugm3,o3_ugm3,any_zscore_anomaly,zscore_anomaly_count,iforest_anomaly,iforest_score,anomaly_evidence,anomaly_level,anomaly_alert,ispu_total,dominant_pollutant,ispu_category,air_quality_alert,forecast_at,forecast_indicator_total,forecast_dominant_pollutant,forecast_alert,has_alert,alert_type,severity,alert_message,alert_event_id
2026-09-01 20:50:00+00:00,17.8,18.27,3398.97,0.0,19.63,False,0,False,0.2628653081325892,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:51:00+00:00,17.76,19.45,3203.88,0.0,19.63,False,0,False,0.2288987523156035,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:52:00+00:00,13.54,13.52,3309.56,0.0,20.92,False,0,False,0.2657050741272079,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:53:00+00:00,15.93,19.65,3061.07,0.16,20.95,False,0,False,0.2509504060947228,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:54:00+00:00,15.42,17.66,3027.3,0.0,20.75,False,0,False,0.2857578032929312,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:55:00+00:00,15.27,17.64,3168.49,0.0,19.63,False,0,False,0.2812273103408996,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:56:00+00:00,10.8,18.46,3441.16,0.0,20.34,False,0,False,0.2145146774123488,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:57:00+00:00,16.95,19.25,2962.78,0.0,19.76,False,0,False,0.2790607207659344,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:58:00+00:00,15.89,17.36,3036.98,0.0,20.89,False,0,False,0.279036538448584,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 20:59:00+00:00,18.23,20.41,3197.28,0.0,19.63,False,0,False,0.2726754107651251,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:00:00+00:00,14.06,16.65,3134.81,0.39,19.63,False,0,False,0.2548993539442298,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:01:00+00:00,21.26,23.56,3476.98,0.0,20.48,False,0,False,0.2155380341803469,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:02:00+00:00,19.85,21.27,3473.5,0.0,20.57,False,0,False,0.1848377594034393,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:03:00+00:00,13.74,14.21,3007.66,0.0,20.53,False,0,False,0.2605285391763021,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:04:00+00:00,13.58,17.64,3156.94,0.15,19.7,False,0,False,0.2685741533502401,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:05:00+00:00,15.77,14.88,3364.27,0.0,19.63,False,0,False,0.2561035212624788,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:06:00+00:00,17.84,20.1,2970.72,0.0,19.63,False,0,False,0.2803372787744803,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:07:00+00:00,13.29,12.74,3269.27,0.0,19.93,False,0,False,0.2415210918375335,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:08:00+00:00,17.48,26.03,3205.51,0.0,20.15,False,0,False,0.2430020651558357,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:09:00+00:00,13.95,19.44,3273.24,0.0,20.48,False,0,False,0.2680059410923358,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:10:00+00:00,14.26,17.27,3460.4,0.0,19.63,False,0,False,0.2289006444502467,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:11:00+00:00,12.44,16.75,3348.53,0.6,19.63,True,1,False,0.2207626848366888,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:12:00+00:00,11.76,17.57,3222.73,0.25,20.56,False,0,False,0.2336438730693867,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:13:00+00:00,19.3,19.95,3328.43,0.0,20.58,False,0,False,0.254722032503246,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:14:00+00:00,20.85,25.68,3071.28,0.0,20.12,False,0,False,0.2456512988300242,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:15:00+00:00,12.34,17.61,3020.61,0.0,19.8,False,0,False,0.2460656540051793,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:16:00+00:00,12.68,15.28,3167.35,0.0,19.63,False,0,False,0.2583537512697059,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:17:00+00:00,14.88,20.42,3241.55,0.46,20.22,False,0,False,0.1683103556540184,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:18:00+00:00,13.12,14.92,3178.15,0.0,20.14,False,0,False,0.2783172887517136,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:19:00+00:00,13.87,16.52,3185.04,0.64,20.42,False,0,False,0.1793115479202312,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:20:00+00:00,10.84,9.24,3147.12,0.0,19.63,False,0,False,0.2029031211494242,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:21:00+00:00,15.52,23.89,3044.4,0.0,19.63,False,0,False,0.2483755350943592,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:22:00+00:00,11.07,13.2,3038.11,1.2,19.63,True,1,False,0.172718313011217,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:23:00+00:00,17.72,22.09,3369.02,0.0,19.63,False,0,False,0.2384666432307772,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:24:00+00:00,16.28,19.49,3395.4,0.0,20.15,False,0,False,0.2484970425626173,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:25:00+00:00,16.48,18.81,2922.76,0.0,19.64,False,0,False,0.2872309731263628,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:26:00+00:00,14.8,15.99,3113.71,0.58,19.63,False,0,False,0.2484573202193908,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:27:00+00:00,14.68,17.34,3162.24,0.0,20.98,False,0,False,0.2784646835603288,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:28:00+00:00,13.96,16.63,2932.83,0.0,19.63,False,0,False,0.2870164521318337,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:29:00+00:00,14.85,18.15,3060.21,0.0,19.63,False,0,False,0.2713788836892534,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:30:00+00:00,13.37,14.1,2991.03,0.0,19.66,False,0,False,0.2824730146412152,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:31:00+00:00,16.96,23.06,3111.74,0.37,20.26,False,0,False,0.2216081060998547,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:32:00+00:00,14.35,20.58,3186.23,0.0,19.63,False,0,False,0.2829748434675029,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:33:00+00:00,14.87,17.27,3194.28,0.0,20.97,False,0,False,0.272040327636261,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:34:00+00:00,13.01,12.97,3137.04,0.0,19.89,False,0,False,0.2112874047092096,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:35:00+00:00,11.84,18.45,3433.3,0.0,19.63,False,0,False,0.2284994191908251,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:36:00+00:00,14.54,18.13,3079.7,0.0,19.7,False,0,False,0.2842978747383642,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:37:00+00:00,14.69,19.15,3288.47,0.0,20.8,False,0,False,0.2677470302246341,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:38:00+00:00,16.33,16.0,2971.84,0.94,20.13,True,1,False,0.216432174973561,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:39:00+00:00,13.82,16.67,3154.88,0.0,19.63,False,0,False,0.2769590044229712,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:40:00+00:00,16.47,14.58,3289.66,0.0,19.63,False,0,False,0.2318972316895505,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:41:00+00:00,11.3,17.46,3028.15,0.0,20.93,False,0,False,0.260514993483425,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:42:00+00:00,15.85,16.71,3069.98,0.0,20.46,False,0,False,0.2872599525517061,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:43:00+00:00,18.3,22.79,3103.1,0.0,19.63,False,0,False,0.2364037186752412,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:44:00+00:00,15.63,18.95,2984.06,0.6,19.63,False,0,False,0.2500895256587825,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:45:00+00:00,14.48,19.95,3008.04,0.0,20.34,False,0,False,0.2827538760884882,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:46:00+00:00,14.76,17.4,3324.12,0.0,19.79,False,0,False,0.2680249841794735,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:47:00+00:00,17.12,21.82,3268.99,0.0,19.89,False,0,False,0.2692987792843856,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:48:00+00:00,17.05,21.4,3159.84,0.0,19.63,False,0,False,0.2757580382925614,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:49:00+00:00,19.46,21.75,3025.16,0.0,19.87,False,0,False,0.2511571002883198,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:50:00+00:00,14.9,15.21,3064.14,0.0,20.01,False,0,False,0.2748099850292614,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:51:00+00:00,15.33,16.08,3235.6,0.94,20.01,True,1,False,0.2141396634228873,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:52:00+00:00,11.31,15.16,3124.51,0.0,19.63,False,0,False,0.2511091033890109,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:53:00+00:00,9.55,9.46,2857.33,0.0,19.63,False,0,False,0.2343451266798176,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:54:00+00:00,12.16,15.04,3032.26,0.0,19.63,False,0,False,0.2738929616534923,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:55:00+00:00,16.33,20.88,3143.56,0.04,20.68,False,0,False,0.270277514013339,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:56:00+00:00,13.22,15.21,2962.07,0.0,20.68,False,0,False,0.2724955101357048,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:57:00+00:00,12.58,14.44,3029.91,0.0,19.63,False,0,False,0.2628321938626997,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:58:00+00:00,14.79,22.21,3227.06,0.0,20.68,False,0,False,0.268319831243804,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 21:59:00+00:00,15.7,14.4,3302.28,0.0,20.09,False,0,False,0.2451396539892956,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:00:00+00:00,13.16,14.84,2926.72,0.0,20.98,False,0,False,0.2793086051956038,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:01:00+00:00,13.96,14.43,3040.16,0.0,19.63,False,0,False,0.2849192147798254,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:02:00+00:00,12.28,13.11,3065.07,0.0,19.98,False,0,False,0.2741557059738502,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:03:00+00:00,10.1,14.34,3277.18,0.0,19.63,False,0,False,0.2431658247658108,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:04:00+00:00,18.63,21.5,2922.07,0.37,19.63,False,0,False,0.2232446407152443,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:05:00+00:00,10.84,13.63,2960.66,0.0,19.68,False,0,False,0.2650799469658364,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:06:00+00:00,16.56,24.61,3091.77,0.0,19.63,False,0,False,0.2634852785466604,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:07:00+00:00,17.26,18.04,3295.17,0.0,19.77,False,0,False,0.2731725398342899,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:08:00+00:00,14.5,13.18,3034.35,0.0,21.06,False,0,False,0.2528927416325713,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:09:00+00:00,15.17,16.95,2906.6,0.38,19.82,False,0,False,0.2607828194537149,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:10:00+00:00,17.3,23.31,3112.1,0.0,19.63,False,0,False,0.263347299395596,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:11:00+00:00,13.82,20.49,3253.39,0.0,20.69,False,0,False,0.2165210107618398,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:12:00+00:00,14.33,14.76,3006.04,0.0,20.57,False,0,False,0.2842798252914201,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:13:00+00:00,12.34,16.44,2895.91,0.0,19.84,False,0,False,0.2737973351686683,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:14:00+00:00,17.85,24.93,2888.55,0.0,20.54,False,0,False,0.2182638731533935,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:15:00+00:00,11.0,16.41,3099.9,0.0,20.91,False,0,False,0.2697408521109512,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:16:00+00:00,11.9,17.42,3003.94,0.0,19.71,False,0,False,0.2797253762539249,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:17:00+00:00,15.04,18.1,3093.83,0.0,19.63,False,0,False,0.2847541355948244,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:18:00+00:00,17.97,22.24,2910.57,0.0,20.19,False,0,False,0.2680558346496494,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:19:00+00:00,16.9,23.64,3033.03,0.0,20.18,False,0,False,0.2638188510441059,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:20:00+00:00,17.35,20.86,3099.02,0.6,20.94,False,0,False,0.2291070238095795,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:21:00+00:00,19.62,17.42,2950.68,0.0,19.8,False,0,False,0.2566059433852304,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:22:00+00:00,17.53,18.23,3094.34,0.0,20.56,False,0,False,0.2645037245142928,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:23:00+00:00,17.09,20.22,2904.56,0.0,20.1,False,0,False,0.2294565627250906,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:24:00+00:00,17.77,21.16,2635.44,0.22,20.13,True,1,False,0.2529181923097794,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:25:00+00:00,17.32,18.31,3073.17,0.0,19.63,False,0,False,0.2831167772934401,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:26:00+00:00,10.86,10.75,3106.48,0.0,19.63,False,0,False,0.1973794960619085,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:27:00+00:00,19.12,26.0,2635.06,0.0,20.76,True,1,False,0.2427425263182601,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:28:00+00:00,16.21,16.25,2963.93,0.83,19.63,True,1,False,0.213323278920789,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:29:00+00:00,20.28,22.72,3080.24,0.0,20.59,False,0,False,0.2604069755899477,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:30:00+00:00,15.76,13.53,2989.6,0.0,20.49,False,0,False,0.2765042247294655,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:31:00+00:00,13.07,16.04,2748.82,0.0,20.93,False,0,False,0.2777354280111118,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:32:00+00:00,11.67,13.02,3173.06,1.1,20.65,True,1,False,0.1764095566876926,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:33:00+00:00,21.91,28.28,2890.73,0.0,19.63,False,0,False,0.2259351810309685,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:34:00+00:00,15.85,18.47,2948.45,0.0,19.63,False,0,False,0.2811687531171218,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:35:00+00:00,13.36,15.28,2716.18,0.0,19.63,False,0,False,0.2723776192452253,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:36:00+00:00,16.69,24.1,2905.89,0.0,19.95,False,0,False,0.2627678862799659,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:37:00+00:00,16.38,12.35,3162.79,0.0,19.82,False,0,False,0.2451866218762409,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:38:00+00:00,15.42,19.54,2825.21,0.0,20.99,False,0,False,0.2643692648014107,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:39:00+00:00,12.42,11.91,3074.06,0.0,19.91,False,0,False,0.2718359325462827,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:40:00+00:00,14.62,15.29,2764.57,0.0,20.04,False,0,False,0.2817862628578609,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:41:00+00:00,12.0,16.0,2885.26,0.0,19.63,False,0,False,0.2696409821302118,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:42:00+00:00,10.67,13.45,3052.55,0.0,21.01,False,0,False,0.2558981734795477,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:43:00+00:00,12.7,14.35,2818.6,0.0,19.63,False,0,False,0.2802191447666143,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:44:00+00:00,14.39,21.01,2653.38,0.0,19.63,False,0,False,0.2648143083980684,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:45:00+00:00,13.2,14.61,2884.89,0.0,19.63,False,0,False,0.2397782409757469,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:46:00+00:00,15.13,15.54,3135.76,0.0,20.2,False,0,False,0.2667849948104819,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:47:00+00:00,19.85,25.68,2766.24,0.44,20.07,False,0,False,0.1658885088736737,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:48:00+00:00,15.42,18.81,3129.69,0.41,20.37,False,0,False,0.2552192243369203,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:49:00+00:00,13.04,12.52,2704.38,0.0,20.46,False,0,False,0.2760071864766515,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:50:00+00:00,18.61,23.1,2860.95,0.0,21.0,False,0,False,0.273442648200427,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:51:00+00:00,16.22,20.79,2723.38,0.0,19.63,False,0,False,0.2802677369182244,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:52:00+00:00,17.91,21.98,2893.29,0.0,19.63,False,0,False,0.2746116333270334,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:53:00+00:00,17.75,21.31,2883.08,0.0,19.63,False,0,False,0.2805671829008987,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:54:00+00:00,15.64,19.41,2872.03,0.0,20.91,False,0,False,0.2439252309519667,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:55:00+00:00,13.58,10.58,2613.84,0.0,20.81,False,0,False,0.2460336541539388,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:56:00+00:00,17.39,16.5,2889.78,0.0,20.08,False,0,False,0.2634670024106211,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:57:00+00:00,16.59,28.08,3013.52,0.0,19.63,False,0,False,0.240354539402468,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:58:00+00:00,14.22,21.54,2885.26,0.0,20.64,False,0,False,0.2670748557177425,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 22:59:00+00:00,15.42,16.47,2840.36,0.0,19.63,False,0,False,0.2833191288046441,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:00:00+00:00,15.44,15.87,2729.61,0.0,19.86,False,0,False,0.2668194669341787,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:01:00+00:00,14.31,15.85,2774.06,0.57,19.63,False,0,False,0.2459994420471319,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:02:00+00:00,18.21,13.97,2857.28,0.97,19.88,True,1,False,0.1410380796754585,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:03:00+00:00,17.03,12.5,2713.25,0.0,19.63,False,0,False,0.2604366295414506,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:04:00+00:00,15.78,19.78,2750.3,0.0,20.32,False,0,False,0.2695025368598114,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:05:00+00:00,15.36,19.55,2662.97,0.0,19.63,False,0,False,0.2835764012688098,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:06:00+00:00,15.96,19.05,2758.69,0.0,20.37,False,0,False,0.2710964586884359,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:07:00+00:00,11.21,14.67,2754.25,0.81,19.63,False,0,False,0.2147573494135446,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:08:00+00:00,12.55,15.95,2835.05,1.17,19.63,True,1,False,0.1523651394408524,Z-Score,Observation,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:09:00+00:00,15.75,18.22,2985.36,0.3,19.63,False,0,False,0.2310246654721651,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:10:00+00:00,14.82,14.46,3104.86,0.0,19.63,False,0,False,0.282305431564109,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:11:00+00:00,13.74,13.02,3031.59,0.0,20.66,False,0,False,0.276479695150573,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:12:00+00:00,11.12,13.19,2904.45,0.0,20.93,False,0,False,0.246975977189379,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:13:00+00:00,14.25,15.98,2704.99,0.19,19.63,False,0,False,0.2507274675029491,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:14:00+00:00,16.27,21.34,2732.8,0.0,19.63,False,0,False,0.2613105744893166,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:15:00+00:00,13.98,15.59,2542.3,0.0,19.71,False,0,False,0.277999284850477,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:16:00+00:00,21.03,22.05,2898.7,0.26,19.63,False,0,False,0.2134006344421182,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:17:00+00:00,18.46,15.81,3036.09,0.0,19.63,False,0,False,0.2748922658894208,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:18:00+00:00,15.09,17.17,2569.6,0.0,20.11,False,0,False,0.2580522071238983,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:19:00+00:00,16.86,16.5,2635.32,0.0,19.63,False,0,False,0.2629522450930631,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:20:00+00:00,12.47,18.64,2620.93,0.0,19.63,False,0,False,0.2696313537300733,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:21:00+00:00,18.06,17.8,3009.17,0.0,19.63,False,0,False,0.2604284166292039,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:22:00+00:00,13.09,14.55,2700.72,0.64,20.49,False,0,False,0.210975039271355,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:23:00+00:00,14.01,12.79,2857.05,0.0,21.13,False,0,False,0.2686568139133873,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:24:00+00:00,18.27,21.88,2930.79,0.0,19.74,False,0,False,0.2704705396559375,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
2026-09-01 23:25:00+00:00,16.09,17.18,2605.89,0.71,20.65,False,0,False,0.2410578177841855,None,None,False,51.0,PM2.5,Sedang,False,,,,,False,None,None,,
